stable_code,source_identity,name_en,name_ko,met_value,met_source_code,met_source_activity_code,met_source_activity_description,met_mapping_method_code,met_review_status_code,met_policy_version,mapping_rationale,source_file_path
seated_glute_stretch_mobility_stretch_bodyweight,1424,seated glute stretch,앉아서 둔근 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
seated_leg_curl_knee_flexion_machine,0599,lever seated leg curl,레그 컬 머신,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
seated_lower_back_stretch_mobility_stretch_bodyweight,0690,seated lower back stretch,앉아서 허리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
seated_piriformis_stretch_mobility_stretch_bodyweight,2567,seated piriformis stretch,앉아서 이상근 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
seated_shoulder_press_vertical_push_dumbbell,0405,dumbbell seated shoulder press,숄더 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
seated_wide_angle_stretch_mobility_stretch_bodyweight,1587,seated wide angle pose sequence,앉아서 허벅지 안쪽 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
side_lying_quadriceps_stretch_mobility_stretch_bodyweight,0613,lying (side) quads stretch,옆으로 누워 햄스트링 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
side_wrist_pull_stretch_mobility_stretch_bodyweight,0721,side wrist pull stretch,손목 당기기 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
smith_reverse_calf_raises_isolation_machine,0763,smith reverse calf raises,스미스 리버스 카프 레이즈 머신,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
spine_stretch_mobility_stretch_bodyweight,1363,spine stretch,척추 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
standing_lateral_stretch_mobility_stretch_bodyweight,0794,standing lateral stretch,서서 옆구리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
triceps_stretch_mobility_stretch_bodyweight,0817,triceps stretch,삼두근 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
upper_back_stretch_mobility_stretch_bodyweight,1365,upper back stretch,상부 등 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
wall_calf_stretch_mobility_stretch_bodyweight,1377,calf stretch with hands against wall,벽 짚고 종아리 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
world_greatest_stretch_mobility_stretch_bodyweight,1604,world greatest stretch,런지 스트레칭,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
wrist_circles_mobility_stretch_bodyweight,1428,wrist circles,손목 돌리기,2.3,ADULT_COMPENDIUM_PDF_2024,02101,"Stretching, mild",DIRECT,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,정적 또는 저강도 가동성 스트레칭이며 신체 부위와 보조 도구가 달라도 원천의 stretching 활동 유형과 직접 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
wrist_curl_isolation_barbell,0126,barbell wrist curl,바벨 리스트 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
45_degree_side_bend,0002,45° side bend,45도 사이드 벤드,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
alternate_heel_touchers,0006,alternate heel touchers,좌우 발뒤꿈치 터치,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
alternate_lateral_pulldown,0007,alternate lateral pulldown,좌우 레터럴 풀다운,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
assisted_pull_up,0017,assisted pull-up,어시스트 풀업,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
assisted_triceps_dip_kneeling,0019,assisted triceps dip (kneeling),어시스트 딥스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_pullover_to_press,0022,barbell pullover to press,바벨 풀오버 투 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_bench_squat,0026,barbell bench squat,바벨 벤치 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_bent_over_row,0027,barbell bent over row,바벨 벤트오버 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_curl,0031,barbell curl,바벨 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_decline_bent_arm_pullover,0034,barbell decline bent arm pullover,바벨 디클라인 벤트암 풀오버,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_decline_close_grip_to_skull_press,0035,barbell decline close grip to skull press,바벨 디클라인 클로즈그립 스컬 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_full_squat,0043,barbell full squat,바벨 풀 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_good_morning,0044,barbell good morning,바벨 굿모닝,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_incline_bench_press,0047,barbell incline bench press,바벨 인클라인 벤치 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_incline_row,0049,barbell incline row,바벨 인클라인 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_jump_squat,0053,barbell jump squat,바벨 점프 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_lunge,0054,barbell lunge,바벨 런지,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_lying_close_grip_triceps_extension,0056,barbell lying close-grip triceps extension,바벨 라잉 클로즈그립 삼두 익스텐션,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_lying_lifting_on_hip,0058,barbell lying lifting (on hip),바벨 라잉 힙 리프팅,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_lying_preacher_curl,0059,barbell lying preacher curl,바벨 라잉 프리처 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_narrow_stance_squat,0063,barbell narrow stance squat,바벨 내로우 스탠스 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_overhead_squat,0069,barbell overhead squat,바벨 오버헤드 스쿼트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_preacher_curl,0070,barbell preacher curl,바벨 프리처 컬,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_rack_pull,0074,barbell rack pull,바벨 랙 풀,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_rear_delt_row,0076,barbell rear delt row,바벨 리어 델트 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_romanian_deadlift,0085,barbell romanian deadlift,바벨 루마니안 데드리프트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_seated_good_morning,0090,barbell seated good morning,바벨 시티드 굿모닝,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_seated_overhead_press,0091,barbell seated overhead press,바벨 시티드 오버헤드 프레스,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_seated_twist,0094,barbell seated twist,바벨 시티드 트위스트,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_shrug,0095,barbell shrug,바벨 슈러그,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_side_bent,0096,barbell side bent,바벨 사이드 벤드,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_standing_leg_calf_raise,0108,barbell standing leg calf raise,바벨 스탠딩 레그 카프 레이즈,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_standing_rocking_leg_calf_raise,0111,barbell standing rocking leg calf raise,바벨 스탠딩 록킹 레그 카프 레이즈,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_sumo_deadlift,0117,barbell sumo deadlift,바벨 스모 데드리프트,5.0,ADULT_COMPENDIUM_PDF_2024,02052,"Resistance (weight) training, squats, deadlift, slow or explosive effort",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량을 사용하는 스쿼트·데드리프트 또는 유사한 하체 저항운동으로 원천의 weight training activity와 동작 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
barbell_upright_row,0121,barbell upright row,바벨 업라이트 로우,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
bench_dip_knees_bent,0129,bench dip (knees bent),벤치 딥(무릎 굽힘),3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
bench_hip_extension,0130,bench hip extension,벤치 힙 익스텐션,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
body_up,0137,body-up,벤치 덩키킥,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
bottoms_up,0138,bottoms-up,누워서 다리 당기기,3.0,ADULT_COMPENDIUM_PDF_2024,02056,"Body weight resistance exercises (e.g., squat, lunge, push-up, crunch), general",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,반복형 맨몸 저항운동으로 원천의 일반 맨몸 저항운동과 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
cable_decline_fly,0158,cable decline fly,케이블 디클라인 플라이,3.5,ADULT_COMPENDIUM_PDF_2024,02054,"Resistance (weight) training, multiple exercises, 8-15 reps at varied resistance",SIMILAR_ACTIVITY,DOMAIN_APPROVED,v2.0.6-met-compendium-direct-similar-1.0.0,중량 장비를 사용하는 반복형 저항운동으로 원천의 varied resistance training activity와 장비와 수행 형태가 대응합니다.,data/raw/physical_activity_guidelines/adult_compendium_mvp_reference_subset.jsonl
