representative_id,exercise_name_ko,taxonomy_review_status,review_required_codes,content_description_required_present,content_description_resolution,safety_rule_required_present,safety_rule_resolution,content_review_status,safety_review_status,unresolved_review_required_codes,source_ids
REX-000038,인버티드 로우,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_BOUNDARY_REVIEW|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0498|gymvisual:0499|gymvisual:2298|wger:1927
REX-000039,무릎 꿇고 광배근 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1346
REX-000040,랫풀다운,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_BOUNDARY_REVIEW|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0198|wger:1470|wger:1510
REX-000041,레그 프레스,TAXONOMY_APPROVED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,wger:371
REX-000042,누워서 햄스트링 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1576
REX-000043,로어 백 컬,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:1352
REX-000044,레그 익스텐션,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_BOUNDARY_REVIEW|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0585|gymvisual:3007|wger:369
REX-000045,목 옆면 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:0716|gymvisual:1403
REX-000046,벽 짚고 한 팔 광배근 스트레칭,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:1355
REX-000047,오버헤드 트라이셉스 익스텐션,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0109
REX-000048,오버헤드 삼두근 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:0643
REX-000049,체스트 프레스,TAXONOMY_APPROVED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,wger:1094|wger:1656|wger:537
REX-000050,종아리 바깥쪽 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1388
REX-000051,플랭크 로테이션,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0464
REX-000052,푸시업,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0662
REX-000053,후면 어깨 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:0669
REX-000054,리버스 카프 레이즈,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0763|gymvisual:1000
REX-000055,리버스 리스트 컬,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0082|gymvisual:0368|gymvisual:0385|gymvisual:0994
REX-000056,앞뒤 스텝,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:3672
REX-000057,의자 잡고 무릎 들기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861
REX-000058,하이니,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:3636
REX-000059,점핑잭,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:3224
REX-000060,줄넘기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:2612
REX-000061,케틀벨 스윙,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,wger:9
REX-000062,달리기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:0685
REX-000063,앉아서 짐볼 조이기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,kspo:66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28
REX-000064,앉아서 고관절 굴곡,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09
REX-000065,짧은 보폭 달리기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:3656
REX-000066,한발 서기 균형,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,kspo:19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4
REX-000067,실내 자전거,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:2138
REX-000068,스텝박스 오르내리기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,kspo:00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2
REX-000069,누워서 밴드 레그 프레스,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,kspo:72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b
REX-000070,경사 트레드밀 걷기,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:3666
REX-000071,스텝밀,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:2311
REX-000072,일립티컬,TAXONOMY_APPROVED,,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,,gymvisual:2141
REX-000073,롤러 등 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:2208
REX-000074,롤러 둔근 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:2202
REX-000075,회전형 크런치,TAXONOMY_APPROVED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0972|gymvisual:0985|wger:145
REX-000076,로우,TAXONOMY_APPROVED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,wger:1117|wger:1227|wger:1283|wger:1725
REX-000077,러너스 스트레칭,TAXONOMY_APPROVED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,gymvisual:1585
REX-000078,스캐풀라 풀업,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0688
REX-000079,시티드 케이블 로우,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,gymvisual:0159|gymvisual:0160|gymvisual:0167|gymvisual:0208|gymvisual:0218|gymvisual:0861
REX-000080,시티드 카프 레이즈,TAXONOMY_APPROVED,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,false,NOT_PRESENT,false,NOT_PRESENT,GENERATED_CONTENT_REVIEW_REQUIRED,DOMAIN_REVIEW_REQUIRED,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_BOUNDARY_REVIEW|EXERCISE_TAXONOMY_MAPPING_REQUIRED|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_EQUIPMENT_UNSPECIFIED|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:0088|gymvisual:0594|gymvisual:1379|gymvisual:2335|wger:146
