representative_id,exercise_name_ko,short_description,target_muscle,difficulty,how_to_steps,common_mistakes,source_ids,taxonomy_review_status,generation_basis_code,content_review_status
REX-000039,무릎 꿇고 광배근 스트레칭,무릎 꿇고 광배근 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1346,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:KNEELING_LAT_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000040,랫풀다운,랫풀다운 운동은 팔꿈치를 아래로 당기며 등을 사용하는 운동입니다.,BACK,BEGINNER,"[""손잡이를 안정적으로 잡고 몸을 준비한다."",""어깨를 내린 채 팔꿈치를 아래로 당긴다."",""조절할 수 있는 범위까지만 당긴다."",""팔을 천천히 펴며 시작 위치로 돌아온다.""]","[""몸을 크게 흔들어 당긴다."",""어깨를 귀 쪽으로 올린다."",""팔을 갑자기 놓아 기구가 튕긴다.""]",gymvisual:0198|wger:1470|wger:1510,TAXONOMY_APPROVED,TAXONOMY:VERTICAL_PULL|NAME:LAT_PULLDOWN,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000041,레그 프레스,레그 프레스 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,QUADRICEPS,BEGINNER,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]","[""발바닥이 들리거나 무릎이 안쪽으로 무너진다."",""반동으로 빠르게 내려갔다 올라온다."",""자신이 조절하기 어려운 깊이까지 내려간다.""]",wger:371,TAXONOMY_APPROVED,TAXONOMY:KNEE_DOMINANT|NAME:LEG_PRESS,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000042,누워서 햄스트링 스트레칭,누워서 햄스트링 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1576,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:LEG_UP_HAMSTRING_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000043,로어 백 컬,로어 백 컬 운동은 몸통을 유지하며 등에 힘을 쓰는 운동입니다.,BACK,INTERMEDIATE,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]","[""허리나 몸통이 크게 흔들린다."",""호흡을 멈춘 채 힘을 준다."",""속도를 높여 움직임 범위를 과하게 넓힌다.""]",gymvisual:1352,TAXONOMY_APPROVED,TAXONOMY:CORE_BRACE|NAME:LOWER_BACK_CURL,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000044,레그 익스텐션,레그 익스텐션 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,QUADRICEPS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:0585|gymvisual:3007|wger:369,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:MACHINE_LEG_EXTENSION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000045,목 옆면 스트레칭,목 옆면 스트레칭 운동은 목 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0716|gymvisual:1403,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:NECK_LATERAL_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000046,벽 짚고 한 팔 광배근 스트레칭,벽 짚고 한 팔 광배근 스트레칭 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,BACK,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:1355,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:ONE_ARM_WALL_LATS,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000047,오버헤드 트라이셉스 익스텐션,오버헤드 트라이셉스 익스텐션 운동은 다른 부위의 움직임을 줄이고 팔 뒤쪽을 집중해 사용하는 운동입니다.,TRICEPS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:0109,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:OVERHEAD_TRICEPS_EXTENSION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000048,오버헤드 삼두근 스트레칭,오버헤드 삼두근 스트레칭 운동은 팔꿈치 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0643,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:OVERHEAD_TRICEPS_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000049,체스트 프레스,체스트 프레스 운동은 팔을 앞으로 밀어 가슴을 사용하는 운동입니다.,CHEST,BEGINNER,"[""손과 발 또는 기구를 안정적으로 준비한다."",""어깨가 으쓱하지 않게 팔을 천천히 밀어낸다."",""팔꿈치를 조절할 수 있는 범위에서 굽힌다."",""천천히 처음 위치로 돌아온다.""]","[""어깨를 귀 쪽으로 올린다."",""팔꿈치를 갑자기 잠그거나 크게 벌린다."",""몸통이 흔들리는데도 반복을 이어간다.""]",wger:1094|wger:1656|wger:537,TAXONOMY_APPROVED,TAXONOMY:HORIZONTAL_PUSH|NAME:PECTORALS_HORIZONTAL_PUSH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000050,종아리 바깥쪽 스트레칭,종아리 바깥쪽 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,INTERMEDIATE,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1388,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:PERONEAL_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000051,플랭크 로테이션,플랭크 로테이션 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,CORE,INTERMEDIATE,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]","[""허리나 몸통이 크게 흔들린다."",""호흡을 멈춘 채 힘을 준다."",""속도를 높여 움직임 범위를 과하게 넓힌다.""]",gymvisual:0464,TAXONOMY_APPROVED,TAXONOMY:CORE_BRACE|NAME:PLANK_ROTATION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000052,푸시업,푸시업 운동은 팔을 앞으로 밀어 가슴을 사용하는 운동입니다.,CHEST,BEGINNER,"[""손과 발 또는 기구를 안정적으로 준비한다."",""어깨가 으쓱하지 않게 팔을 천천히 밀어낸다."",""팔꿈치를 조절할 수 있는 범위에서 굽힌다."",""천천히 처음 위치로 돌아온다.""]","[""어깨를 귀 쪽으로 올린다."",""팔꿈치를 갑자기 잠그거나 크게 벌린다."",""몸통이 흔들리는데도 반복을 이어간다.""]",gymvisual:0662,TAXONOMY_APPROVED,TAXONOMY:HORIZONTAL_PUSH|NAME:PUSH_UP,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000053,후면 어깨 스트레칭,후면 어깨 스트레칭 운동은 어깨 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:0669,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:REAR_DELTOID_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000054,리버스 카프 레이즈,리버스 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,CALVES,INTERMEDIATE,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:0763|gymvisual:1000,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:REVERSE_CALF_RAISE,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000055,리버스 리스트 컬,리버스 리스트 컬 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,FOREARMS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",gymvisual:0082|gymvisual:0368|gymvisual:0385|gymvisual:0994,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:REVERSE_WRIST_CURL,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000056,앞뒤 스텝,앞뒤 스텝 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",gymvisual:3672,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000057,의자 잡고 무릎 들기,의자 잡고 무릎 들기 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,QUADRICEPS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:HIP_FLEXION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000058,하이니,하이니 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",gymvisual:3636,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000059,점핑잭,점핑잭 운동은 팔과 다리를 함께 움직이며 반복해서 가볍게 뛰는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간을 확인하고 발을 편하게 모아 선다."",""무릎을 살짝 굽힌 채 팔과 다리를 함께 벌리며 가볍게 뛴다."",""발 앞쪽부터 부드럽게 착지하고 같은 리듬으로 반복한다."",""속도를 낮추며 발을 모으고 호흡을 정리한다.""]","[""주변 공간을 확인하지 않고 크게 움직인다."",""무릎을 굳힌 채 세게 착지한다."",""리듬이 무너졌는데도 속도를 계속 높인다.""]",gymvisual:3224,TAXONOMY_APPROVED,TAXONOMY:JUMP_PLYOMETRIC|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000060,줄넘기,줄넘기 운동은 팔과 다리를 함께 움직이며 반복해서 가볍게 뛰는 유산소 운동입니다.,CARDIO,INTERMEDIATE,"[""주변 공간을 확인하고 발을 편하게 모아 선다."",""무릎을 살짝 굽힌 채 팔과 다리를 함께 벌리며 가볍게 뛴다."",""발 앞쪽부터 부드럽게 착지하고 같은 리듬으로 반복한다."",""속도를 낮추며 발을 모으고 호흡을 정리한다.""]","[""주변 공간을 확인하지 않고 크게 움직인다."",""무릎을 굳힌 채 세게 착지한다."",""리듬이 무너졌는데도 속도를 계속 높인다.""]",gymvisual:2612,TAXONOMY_APPROVED,TAXONOMY:JUMP_PLYOMETRIC|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000061,케틀벨 스윙,케틀벨 스윙 운동은 엉덩이를 뒤로 보내며 엉덩이를 사용하는 운동입니다.,GLUTES,INTERMEDIATE,"[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."",""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."",""등과 목을 편안히 두고 엉덩이로 힘을 낸다."",""천천히 시작 자세로 돌아온다.""]","[""등을 둥글게 말거나 목을 과하게 든다."",""허리를 꺾어 끝 범위를 만든다."",""기구를 흔들거나 반동으로 들어 올린다.""]",wger:9,TAXONOMY_APPROVED,TAXONOMY:HIP_DOMINANT|NAME:KETTLEBELL_SWING,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000062,달리기,달리기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",gymvisual:0685,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000063,앉아서 짐볼 조이기,앉아서 짐볼 조이기 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,QUADRICEPS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",kspo:66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:HIP_ADDUCTION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000064,앉아서 고관절 굴곡,앉아서 고관절 굴곡 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,QUADRICEPS,BEGINNER,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]","[""몸을 흔들어 반동을 만든다."",""다른 부위까지 크게 움직인다."",""기구를 빠르게 내려놓는다.""]",kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,TAXONOMY_APPROVED,TAXONOMY:ISOLATION|NAME:HIP_FLEXION,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000065,짧은 보폭 달리기,짧은 보폭 달리기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",gymvisual:3656,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000066,한발 서기 균형,한발 서기 균형 운동은 한 발로 서서 몸의 균형을 확인하는 운동입니다.,GLUTES,BEGINNER,"[""주변을 정리하고 필요하면 벽이나 의자 가까이에 선다."",""한 발을 바닥에 두고 다른 발을 천천히 들어 올린다."",""시선을 앞에 두고 몸이 흔들리지 않는 범위에서 유지한다."",""발을 천천히 내려 양발로 돌아온 뒤 반대쪽도 수행한다.""]","[""주변을 확인하지 않고 시작한다."",""균형이 무너질 때까지 버틴다."",""발을 바닥에 세게 내딛거나 몸을 급하게 돌린다.""]",kspo:19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,TAXONOMY_APPROVED,TAXONOMY:BALANCE|NAME:MOBILITY,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000067,실내 자전거,실내 자전거 운동은 고정된 자전거 페달을 일정한 리듬으로 밟는 유산소 운동입니다.,CARDIO,BEGINNER,"[""안장과 손잡이 위치를 편하게 맞춘다."",""페달에 발을 안정적으로 올리고 천천히 시작한다."",""상체를 편안히 유지하며 일정한 리듬으로 페달을 밟는다."",""저항과 속도를 낮추며 천천히 마무리한다.""]","[""안장 위치를 확인하지 않고 시작한다."",""상체를 과하게 숙이거나 손잡이를 세게 누른다."",""처음부터 저항과 속도를 높인다.""]",gymvisual:2138,TAXONOMY_APPROVED,TAXONOMY:CYCLING|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000068,스텝박스 오르내리기,스텝박스 오르내리기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",kspo:00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000069,누워서 밴드 레그 프레스,누워서 밴드 레그 프레스 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,QUADRICEPS,BEGINNER,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]","[""발바닥이 들리거나 무릎이 안쪽으로 무너진다."",""반동으로 빠르게 내려갔다 올라온다."",""자신이 조절하기 어려운 깊이까지 내려간다.""]",kspo:72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,TAXONOMY_APPROVED,TAXONOMY:KNEE_DOMINANT|NAME:LEG_PRESS,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000070,경사 트레드밀 걷기,경사 트레드밀 걷기 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",gymvisual:3666,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000071,스텝밀,스텝밀 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,CARDIO,INTERMEDIATE,"[""주변 공간과 발을 디딜 곳을 확인한다."",""천천히 시작해 편안한 리듬을 찾는다."",""시선을 앞에 두고 발을 안정적으로 디딘다."",""속도와 움직임을 낮추며 마무리한다.""]","[""처음부터 속도를 너무 높인다."",""발밑과 주변을 확인하지 않는다."",""균형이 흔들리는데도 계속한다.""]",gymvisual:2311,TAXONOMY_APPROVED,TAXONOMY:GAIT|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000072,일립티컬,일립티컬 운동은 발판과 손잡이를 함께 사용해 일정한 리듬으로 움직이는 유산소 운동입니다.,CARDIO,BEGINNER,"[""발판과 손잡이를 확인하고 양발을 안정적으로 올린다."",""천천히 페달을 움직이며 편한 리듬을 찾는다."",""시선을 앞에 두고 손잡이는 가볍게 잡는다."",""속도와 저항을 낮추며 발판에서 안전하게 내린다.""]","[""발판에 발을 안정적으로 올리기 전에 시작한다."",""손잡이를 세게 당기거나 몸을 크게 흔든다."",""속도와 저항을 한 번에 높인다.""]",gymvisual:2141,TAXONOMY_APPROVED,TAXONOMY:ELLIPTICAL|NAME:CARDIO,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000073,롤러 등 스트레칭,롤러 등 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,INTERMEDIATE,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:2208,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:ROLLER_BACK_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000074,롤러 둔근 스트레칭,롤러 둔근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,INTERMEDIATE,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:2202,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:ROLLER_HIP_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000075,회전형 크런치,회전형 크런치 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,CORE,INTERMEDIATE,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]","[""허리나 몸통이 크게 흔들린다."",""호흡을 멈춘 채 힘을 준다."",""속도를 높여 움직임 범위를 과하게 넓힌다.""]",gymvisual:0972|gymvisual:0985|wger:145,TAXONOMY_APPROVED,TAXONOMY:CORE_BRACE|NAME:ROTATION_VARIANT,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000076,로우,로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,BACK,BEGINNER,"[""가슴을 편안히 열고 손잡이나 기구를 잡는다."",""어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다."",""손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다."",""팔을 천천히 펴며 처음 위치로 돌아온다.""]","[""어깨를 으쓱하며 당긴다."",""몸을 뒤로 젖혀 반동을 만든다."",""기구를 놓듯 팔을 빠르게 편다.""]",wger:1117|wger:1227|wger:1283|wger:1725,TAXONOMY_APPROVED,TAXONOMY:HORIZONTAL_PULL|NAME:ROW_VARIANT,GENERATED_CONTENT_REVIEW_REQUIRED
REX-000077,러너스 스트레칭,러너스 스트레칭 운동은 발목과 발·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,MOBILITY,BEGINNER,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]","[""반동을 주며 빠르게 흔든다."",""당김이 큰 범위까지 억지로 늘린다."",""숨을 참은 채 오래 버틴다.""]",gymvisual:1585,TAXONOMY_APPROVED,TAXONOMY:MOBILITY_STRETCH|NAME:RUNNERS_STRETCH,GENERATED_CONTENT_REVIEW_REQUIRED
