representative_id,exercise_name_ko,risk_area,safety_rule,avoid_condition,alternative_reason,source_ids,taxonomy_review_status,generation_basis_code,safety_review_status
REX-000061,케틀벨 스윙,허리·엉덩이·뒤쪽 다리,등과 목을 편안히 두고 엉덩이를 뒤로 보내며 조절 가능한 범위에서 수행한다.,허리나 뒤쪽 다리의 불편이 커지거나 등을 유지하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,wger:9,TAXONOMY_APPROVED,MOVEMENT_PATTERN:HIP_DOMINANT,DOMAIN_REVIEW_REQUIRED
REX-000062,달리기,발목·무릎·고관절,"주변 공간과 발을 디딜 곳을 확인하고, 조절 가능한 속도와 리듬으로 수행한다.",균형이 흔들리거나 어지럽고 숨이 지나치게 차면 즉시 멈추고 쉬어간다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0685,TAXONOMY_APPROVED,MOVEMENT_PATTERN:GAIT,DOMAIN_REVIEW_REQUIRED
REX-000063,앉아서 짐볼 조이기,무릎·발목·고관절,기구를 안정적으로 잡고 다른 부위의 반동을 줄인 채 조절 가능한 범위에서 수행한다.,사용 부위나 인접 관절의 불편이 커지거나 기구를 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,TAXONOMY_APPROVED,MOVEMENT_PATTERN:ISOLATION,DOMAIN_REVIEW_REQUIRED
REX-000064,앉아서 고관절 굴곡,무릎·발목·고관절,기구를 안정적으로 잡고 다른 부위의 반동을 줄인 채 조절 가능한 범위에서 수행한다.,사용 부위나 인접 관절의 불편이 커지거나 기구를 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,TAXONOMY_APPROVED,MOVEMENT_PATTERN:ISOLATION,DOMAIN_REVIEW_REQUIRED
REX-000065,짧은 보폭 달리기,발목·무릎·고관절,"주변 공간과 발을 디딜 곳을 확인하고, 조절 가능한 속도와 리듬으로 수행한다.",균형이 흔들리거나 어지럽고 숨이 지나치게 차면 즉시 멈추고 쉬어간다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:3656,TAXONOMY_APPROVED,MOVEMENT_PATTERN:GAIT,DOMAIN_REVIEW_REQUIRED
REX-000066,한발 서기 균형,발목·무릎·고관절,주변을 정리하고 벽이나 의자 가까이에서 천천히 균형을 확인한다.,균형이 크게 흔들리거나 발목·무릎의 불편이 커지면 발을 내려 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,TAXONOMY_APPROVED,MOVEMENT_PATTERN:BALANCE,DOMAIN_REVIEW_REQUIRED
REX-000067,실내 자전거,무릎·고관절·허리,안장과 손잡이를 편하게 맞추고 낮은 저항에서 천천히 페달을 밟는다.,무릎·고관절·허리의 불편이 커지거나 기구를 안정적으로 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2138,TAXONOMY_APPROVED,MOVEMENT_PATTERN:CYCLING,DOMAIN_REVIEW_REQUIRED
REX-000068,스텝박스 오르내리기,발목·무릎·고관절,"주변 공간과 발을 디딜 곳을 확인하고, 조절 가능한 속도와 리듬으로 수행한다.",균형이 흔들리거나 어지럽고 숨이 지나치게 차면 즉시 멈추고 쉬어간다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,TAXONOMY_APPROVED,MOVEMENT_PATTERN:GAIT,DOMAIN_REVIEW_REQUIRED
REX-000069,누워서 밴드 레그 프레스,무릎·발목,발바닥을 안정적으로 두고 조절할 수 있는 깊이와 속도로 수행한다.,무릎이나 발목의 불편이 커지거나 발을 안정적으로 딛기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,TAXONOMY_APPROVED,MOVEMENT_PATTERN:KNEE_DOMINANT,DOMAIN_REVIEW_REQUIRED
REX-000070,경사 트레드밀 걷기,발목·무릎·고관절,"주변 공간과 발을 디딜 곳을 확인하고, 조절 가능한 속도와 리듬으로 수행한다.",균형이 흔들리거나 어지럽고 숨이 지나치게 차면 즉시 멈추고 쉬어간다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:3666,TAXONOMY_APPROVED,MOVEMENT_PATTERN:GAIT,DOMAIN_REVIEW_REQUIRED
REX-000071,스텝밀,발목·무릎·고관절,"주변 공간과 발을 디딜 곳을 확인하고, 조절 가능한 속도와 리듬으로 수행한다.",균형이 흔들리거나 어지럽고 숨이 지나치게 차면 즉시 멈추고 쉬어간다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2311,TAXONOMY_APPROVED,MOVEMENT_PATTERN:GAIT,DOMAIN_REVIEW_REQUIRED
REX-000072,일립티컬,발목·무릎·고관절,발판과 손잡이를 안정적으로 확인한 뒤 낮은 속도와 저항에서 시작한다.,발판에서 균형을 잃거나 발목·무릎·고관절의 불편이 커지면 즉시 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2141,TAXONOMY_APPROVED,MOVEMENT_PATTERN:ELLIPTICAL,DOMAIN_REVIEW_REQUIRED
REX-000073,롤러 등 스트레칭,상부 등 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2208,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000074,롤러 둔근 스트레칭,고관절 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2202,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000075,회전형 크런치,허리·목,호흡을 멈추지 않고 몸통이 흔들리지 않는 범위에서 천천히 수행한다.,허리나 목의 불편이 커지거나 호흡을 유지하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0972|gymvisual:0985|wger:145,TAXONOMY_APPROVED,MOVEMENT_PATTERN:CORE_BRACE,DOMAIN_REVIEW_REQUIRED
REX-000076,로우,어깨·팔꿈치·손목,몸을 흔들지 않고 어깨를 내린 상태에서 조절 가능한 범위로 당긴다.,어깨·팔꿈치·손목의 불편이 커지거나 기구가 튕기면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,wger:1117|wger:1227|wger:1283|wger:1725,TAXONOMY_APPROVED,MOVEMENT_PATTERN:HORIZONTAL_PULL,DOMAIN_REVIEW_REQUIRED
REX-000077,러너스 스트레칭,발목과 발·무릎 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1585,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000078,스캐풀라 풀업,어깨·팔꿈치·손목,몸을 흔들지 않고 어깨를 내린 상태에서 조절 가능한 범위로 당긴다.,어깨·팔꿈치·손목의 불편이 커지거나 기구가 튕기면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0688,TAXONOMY_APPROVED,MOVEMENT_PATTERN:VERTICAL_PULL,DOMAIN_REVIEW_REQUIRED
REX-000079,시티드 케이블 로우,어깨·팔꿈치·손목,몸을 흔들지 않고 어깨를 내린 상태에서 조절 가능한 범위로 당긴다.,어깨·팔꿈치·손목의 불편이 커지거나 기구가 튕기면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0159|gymvisual:0160|gymvisual:0167|gymvisual:0208|gymvisual:0218|gymvisual:0861,TAXONOMY_APPROVED,MOVEMENT_PATTERN:HORIZONTAL_PULL,DOMAIN_REVIEW_REQUIRED
REX-000080,시티드 카프 레이즈,무릎·발목·고관절,기구를 안정적으로 잡고 다른 부위의 반동을 줄인 채 조절 가능한 범위에서 수행한다.,사용 부위나 인접 관절의 불편이 커지거나 기구를 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0088|gymvisual:0594|gymvisual:1379|gymvisual:2335|wger:146,TAXONOMY_APPROVED,MOVEMENT_PATTERN:ISOLATION,DOMAIN_REVIEW_REQUIRED
REX-000081,앉아서 종아리 스트레칭,발목과 발 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1390,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000082,앉아서 둔근 스트레칭,고관절 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1424,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000083,레그 컬,무릎·뒤쪽 다리,기구의 위치를 맞춘 뒤 다리를 반동 없이 천천히 굽혔다 편다.,무릎이나 뒤쪽 다리의 불편이 커지거나 기구 위치가 맞지 않으면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0496|gymvisual:0599|gymvisual:0696|gymvisual:0697|gymvisual:0795|gymvisual:2400|kspo:ddff78f01b0aa7c568bb66781954f5bbb7a7f882745b3490702d63e6467f924e|wger:1603|wger:364,TAXONOMY_APPROVED,MOVEMENT_PATTERN:KNEE_FLEXION,DOMAIN_REVIEW_REQUIRED
REX-000084,앉아서 허리 스트레칭,허리 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0690,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000085,앉아서 이상근 스트레칭,고관절 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2567,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000086,숄더 프레스,어깨·팔꿈치·손목,"기구와 손목을 안정적으로 준비하고, 어깨를 으쓱하지 않는 범위에서 천천히 밀어낸다.",어깨·팔꿈치·손목의 불편이 커지거나 기구를 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0360|gymvisual:0361|gymvisual:0404|gymvisual:0405|gymvisual:0997|gymvisual:3122|wger:1893|wger:20|wger:543,TAXONOMY_APPROVED,MOVEMENT_PATTERN:VERTICAL_PUSH,DOMAIN_REVIEW_REQUIRED
REX-000087,시티드 와이드 앵글 스트레칭,고관절·무릎 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1587,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000088,옆으로 누워 대퇴사두근 스트레칭,무릎 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0613,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000089,손목 당기기 스트레칭,손목과 손 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0721,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000090,버드독,허리·목,호흡을 멈추지 않고 몸통이 흔들리지 않는 범위에서 천천히 수행한다.,허리나 목의 불편이 커지거나 호흡을 유지하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,TAXONOMY_APPROVED,MOVEMENT_PATTERN:CORE_BRACE,DOMAIN_REVIEW_REQUIRED
REX-000091,척추 스트레칭,상부 등·허리 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1363,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000092,척추 비틀기,상부 등·허리 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:2329,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000093,스쿼트,무릎·발목,발바닥을 안정적으로 두고 조절할 수 있는 깊이와 속도로 수행한다.,무릎이나 발목의 불편이 커지거나 발을 안정적으로 딛기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,wger:1801,TAXONOMY_APPROVED,MOVEMENT_PATTERN:KNEE_DOMINANT,DOMAIN_REVIEW_REQUIRED
REX-000094,스트랩 햄스트링·종아리 스트레칭,무릎·발목과 발 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1599,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000095,서서 옆구리 스트레칭,상부 등 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0794,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000096,삼두근 스트레칭,팔꿈치 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0817,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000097,상부 등 밴드 당기기,사용 부위와 인접 관절,기구를 안정적으로 잡고 다른 부위의 반동을 줄인 채 조절 가능한 범위에서 수행한다.,사용 부위나 인접 관절의 불편이 커지거나 기구를 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,kspo:ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,TAXONOMY_APPROVED,MOVEMENT_PATTERN:ISOLATION,DOMAIN_REVIEW_REQUIRED
REX-000098,상부 등 스트레칭,상부 등 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1365,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000099,벽 짚고 종아리 스트레칭,발목과 발 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1377,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000100,월드 그레이티스트 스트레칭,고관절·무릎 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1604,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000101,손목 돌리기,손목과 손 주변과 인접 관절,"반동 없이 천천히 움직이고, 당김이 커지기 전의 범위에서 멈춘다.",해당 부위에 통증이 있거나 움직일수록 불편이 커지면 동작을 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:1428,TAXONOMY_APPROVED,MOVEMENT_PATTERN:MOBILITY_STRETCH,DOMAIN_REVIEW_REQUIRED
REX-000102,리스트 컬,손목·팔꿈치,기구를 안정적으로 잡고 다른 부위의 반동을 줄인 채 조절 가능한 범위에서 수행한다.,사용 부위나 인접 관절의 불편이 커지거나 기구를 조절하기 어려우면 멈춘다.,부담을 낮춘 동작으로 같은 움직임 목표를 이어가기 위해.,gymvisual:0126|gymvisual:0369|gymvisual:1016,TAXONOMY_APPROVED,MOVEMENT_PATTERN:ISOLATION,DOMAIN_REVIEW_REQUIRED
