exercise_id,stable_code,name_ko,record_type,variant_type_code,difficulty_code,safety_current_state,fitt_current_state,goal_current_state,media_current_state,rights_current_state,safety_review_decision,fitt_review_decision,goal_review_decision,media_rights_review_decision,reviewer,reviewed_at,review_note_ko
DVAR-A5660508D8559197,butterfly_adductor_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,버터플라이 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-AB7187925CA96B5D,overhead_triceps_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,오버헤드 삼두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-AC2A0EE066A11173,wrist_circles_mobility_stretch_bodyweight__knee_no_load_safe_v1,손목 돌리기,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-B2924F279D12A89F,dynamic_chest_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,다이내믹 가슴 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-B7D200EC585E724E,runners_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,러너스 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-B8ECEA0A65C9CA22,hamstring_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,햄스트링 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-C5F648AFAEA2196E,peroneal_stretch_mobility_stretch_stretch_strap__lower_back_no_load_safe_v1,종아리 바깥쪽 스트레칭,SEPARATE_EXERCISE,,INTERMEDIATE,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-C71E6316733CB362,seated_calf_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,종아리 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-CA1B072FBE998AD5,neck_lateral_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,목 옆면 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-D58F02F81420FBED,barbell_front_raise_isolation_barbell__knee_no_load_safe_v1,바벨 프론트 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-DB658A7F33902A25,wall_calf_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,종아리 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-E6D026C8937BBCE6,side_wrist_pull_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,손목 당기기 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-EA075728B904B48B,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,대퇴사두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-EB514FBF13F9433D,dumbbell_shrug_isolation_dumbbell__hip_no_load_safe_v1,덤벨 슈러그,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-EBD1C36964A0A133,hamstring_stretch_mobility_stretch_bodyweight__shoulder_no_load_safe_v1,햄스트링 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-EC243CDB7A0537D3,bodyweight_standing_calf_raise_isolation_bodyweight__abdomen_no_load_safe_v1,카프 레이즈,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-ED6FA4BC14919A64,wall_calf_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,종아리 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-F21D725050DC276C,triceps_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,삼두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-F301899E2C8978E9,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,대퇴사두근 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-FA12EFDF98D0EBA8,chest_front_shoulder_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,가슴·어깨 앞면 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-FAB7479B08EBDD54,dumbbell_shrug_isolation_dumbbell__knee_no_load_safe_v1,덤벨 슈러그,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
DVAR-FB90D94DF9793384,neck_lateral_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,목 옆면 스트레칭,SEPARATE_EXERCISE,,BEGINNER,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000002,quadruped_quadriceps_stretch_mobility_stretch_bodyweight,네발기기 대퇴사두근 스트레칭,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000003,ankle_circles_mobility_stretch_bodyweight,발목 돌리기,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000004,barbell_deadlift_hip_dominant_barbell,바벨 데드리프트,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000005,barbell_front_raise_isolation_barbell,바벨 프론트 레이즈,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000007,barbell_straight_leg_deadlift_hip_dominant_barbell,바벨 루마니안 데드리프트,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000008,bodyweight_back_extension_hip_dominant_bodyweight,백 익스텐션,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000009,bodyweight_crunch_core_brace_bodyweight,크런치,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000010,bodyweight_forward_lunge_knee_dominant_bodyweight,포워드 런지,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000011,bodyweight_glute_bridge_hip_dominant_bodyweight,글루트 브리지,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000013,bodyweight_reverse_crunch_core_brace_bodyweight,리버스 크런치,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000016,bodyweight_standing_calf_raise_isolation_bodyweight,스탠딩 카프 레이즈,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000017,butterfly_adductor_stretch_mobility_stretch_bodyweight,버터플라이 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000019,cable_triceps_pushdown_isolation_cable_machine,케이블 트라이셉스 푸시다운 머신,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000020,chair_leg_extended_stretch_mobility_stretch_bodyweight,시티드 레그 익스텐션 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000021,chest_front_shoulder_stretch_mobility_stretch_bodyweight,가슴·어깨 앞면 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000022,close_grip_push_up_horizontal_push_bodyweight,클로즈 그립 푸시업,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000025,dumbbell_goblet_squat_knee_dominant_dumbbell,덤벨 고블릿 스쿼트,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000026,dumbbell_lateral_raise_isolation_dumbbell,덤벨 레터럴 레이즈,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000027,dumbbell_preacher_curl_isolation_dumbbell,덤벨 프리처 컬,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000028,dumbbell_rear_fly_isolation_dumbbell,덤벨 리어 델트 플라이,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000029,dumbbell_shrug_isolation_dumbbell,덤벨 슈러그,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000030,dumbbell_standing_curl_isolation_dumbbell,덤벨 바이셉스 컬,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000031,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,덤벨 스텝업 런지,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000032,dynamic_chest_stretch_mobility_stretch_bodyweight,다이내믹 가슴 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000033,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,짐볼 고관절 스트레칭,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000034,hamstring_stretch_mobility_stretch_bodyweight,햄스트링 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000035,hand_grip_squeeze_isolation_household_weight,손 악력 쥐기,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000036,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,고관절 굴근·대퇴사두근 스트레칭,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000038,inverted_row_horizontal_pull_bodyweight,인버티드 로우,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000039,kneeling_lat_stretch_mobility_stretch_bodyweight,무릎 꿇고 광배근 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000040,lat_pulldown_vertical_pull_cable_machine,랫풀다운 머신,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000043,lower_back_curl_core_brace_bodyweight,로어 백 컬,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000045,neck_lateral_stretch_mobility_stretch_bodyweight,목 옆면 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000046,one_arm_wall_lats_isolation_bodyweight,벽 짚고 한 팔 광배근 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000047,overhead_triceps_extension_isolation_barbell,바벨 오버헤드 트라이셉스 익스텐션,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000048,overhead_triceps_stretch_mobility_stretch_bodyweight,오버헤드 삼두근 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000049,pectorals_horizontal_push_horizontal_push_machine,체스트 프레스 머신,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,REVIEW_REQUIRED,REVIEW_REQUIRED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000050,peroneal_stretch_mobility_stretch_stretch_strap,종아리 바깥쪽 스트레칭,REPRESENTATIVE,,INTERMEDIATE,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000052,push_up_horizontal_push_bodyweight,푸시업,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
REX-000053,rear_deltoid_stretch_mobility_stretch_bodyweight,후면 어깨 스트레칭,REPRESENTATIVE,,BEGINNER,AVAILABLE,AVAILABLE,AVAILABLE,AVAILABLE,APPROVED,APPROVED,APPROVED,APPROVED,APPROVED,USER_DIRECT_REVIEW_2026_08_29,2026-08-29T00:00:00+09:00,주인님 일괄 승인: 외부 전문가 원천 승인 및 최종 육안 검수 완료
