script,case_id,category,status_code,has_plan,used_fallback,repair_attempts,llm_call_count,passed,failure_check_codes,observation_check_codes
training_hangs,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-MODERATE-001,moderate,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-COMPLEX-001,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-COMPLEX-002,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-CONFLICT-001,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-CONFLICT-002,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,3,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
training_hangs,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
training_hangs,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
training_hangs,SQ-FAILURE-002,failure_case,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-SIMPLE-001,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-SIMPLE-002,simple,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-MODERATE-001,moderate,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-MODERATE-002,moderate,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-COMPLEX-001,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-COMPLEX-002,complex,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-CONFLICT-001,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-CONFLICT-002,conflict,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-CONFLICT-003,conflict,SUCCEEDED,1,1,0,3,1,,EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|EQUIPMENT_UNCONSTRAINED_BY_ENVELOPE|SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-SAFETY-001,safety_critical,FAILED,0,1,0,3,1,,PLAN_WITHHELD_UNDER_PROVIDER_FAULT|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-SAFETY-002,safety_critical,REST,0,0,0,0,1,,
total_provider_failure,SQ-SAFETY-003,safety_critical,STOP_AND_SEEK_HELP,0,0,0,0,1,,
total_provider_failure,SQ-RAG-001,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-RAG-002,rag_retrieval,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-INVALID-002,invalid_input,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-FAILURE-001,failure_case,SUCCEEDED,1,1,0,3,1,,SUCCESS_CARRIES_FAILURE_CODES|DETERMINISTIC_FALLBACK_USED
total_provider_failure,SQ-FAILURE-002,failure_case,FAILED,0,1,0,3,1,,DETERMINISTIC_FALLBACK_USED
