record_type,catalog_version_code,stable_code,representative_exercise_id,name_ko,name_en,training_type_code,body_focus_code,primary_movement_pattern_code,difficulty_code,difficulty_status,timing_mode_code,default_seconds_per_rep,default_work_seconds,default_rest_seconds,default_transition_seconds,equipment_codes,location_codes,primary_body_area_codes,secondary_body_area_codes,recovery_eligible,instruction_summary_ko,form_cues_ko,instruction_content_version,review_status_code,source_track,source_identity,production_eligible,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,v1_exercise_ids,artifact_review_status_code,review_required,source_catalog_version_code,v1_exercise_id,v1_exercise_name_ko,v1_name_en,v1_source_name_en,v1_training_type_code,v1_body_focus_code,v1_primary_body_area_codes,v1_secondary_body_area_codes,v1_target_body_area_codes,v1_timing_mode_code,v1_default_sets,v1_default_reps,v1_default_work_seconds,v1_default_rest_seconds,v1_default_transition_seconds,v1_intensity_level,exercise_stable_code,source_review_status_code,alias_only
EXERCISE,exercise-catalog-v2.0.2-draft,hip_adduction_isolation_stability_ball,REX-000063,앉아서 짐볼 조이기,의자에 앉아 다리로 짐볼 쥐기,STRENGTH,QUADRICEPS,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""STABILITY_BALL""]","[""HOME""]","[""KNEE""]","[""HIP""]",false,앉아서 짐볼 조이기 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,kspo,66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000175,"[""NEX-000175""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,hip_flexion_isolation_bodyweight,REX-000057,의자 잡고 무릎 들기,의자잡고 전방으로 무릎 굽혀 들기,STRENGTH,QUADRICEPS,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME""]","[""KNEE""]","[""HIP"",""ANKLE_FOOT""]",false,의자 잡고 무릎 들기 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,kspo,46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000174,"[""NEX-000174""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,hip_flexion_isolation_bodyweight_rex_000064,REX-000064,앉아서 고관절 굴곡,앉아서 엉덩관절 굽히기,STRENGTH,QUADRICEPS,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME""]","[""KNEE""]","[""HIP""]",false,앉아서 고관절 굴곡 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,kspo,dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000181,"[""NEX-000181""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,REX-000036,고관절 굴근·대퇴사두근 스트레칭,intermediate hip flexor and quad stretch,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""STRETCH_STRAP""]","[""HOME"",""GYM""]","[""KNEE""]","[""HIP""]",true,고관절 굴근·대퇴사두근 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1564,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000134,"[""NEX-000134""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,incline_y_raise_isolation_dumbbell,REX-000037,인클라인 Y 레이즈,dumbbell incline y-raise,STRENGTH,BACK,ISOLATION,INTERMEDIATE,APPROVED,REPS,4,,90,15,"[""DUMBBELL""]","[""HOME"",""GYM""]","[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]",false,인클라인 Y 레이즈 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,3541,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000166,"[""NEX-000166""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,inverted_row_horizontal_pull_bodyweight,REX-000038,인버티드 로우,inverted row,STRENGTH,BACK,HORIZONTAL_PULL,INTERMEDIATE,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]",false,인버티드 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,"[""가슴을 편안히 열고 손잡이나 기구를 잡는다."",""어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다."",""손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다."",""팔을 천천히 펴며 처음 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0499,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000066,"[""NEX-000066"",""NEX-000067"",""NEX-000150"",""NEX-000199""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,kettlebell_swing_hip_dominant_kettlebell,REX-000061,케틀벨 스윙,2 Handed Kettlebell Swing,STRENGTH,GLUTES,HIP_DOMINANT,INTERMEDIATE,APPROVED,REPS,4,,90,15,"[""KETTLEBELL""]","[""GYM""]","[""HIP""]","[""KNEE"",""LOWER_BACK""]",false,케틀벨 스윙 운동은 엉덩이를 뒤로 보내며 엉덩이를 사용하는 운동입니다.,"[""발을 편하게 두고 기구나 주변을 안정적으로 준비한다."",""엉덩이를 뒤로 보내며 상체를 천천히 기울인다."",""등과 목을 편안히 두고 엉덩이로 힘을 낸다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,wger,9,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-HINGE-POWER-INTERMEDIATE-V1""}",NONE,전문가 검수 완료: 케틀벨 스윙은 ballistic/power 동작이므로 일반 HINGE 반복 템플릿과 분리.,NEX-000208,"[""NEX-000208""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,kneeling_lat_stretch_mobility_stretch_bodyweight,REX-000039,무릎 꿇고 광배근 스트레칭,kneeling lat stretch,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""UPPER_BACK""]","[""SHOULDER"",""CHEST""]",true,무릎 꿇고 광배근 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1346,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000111,"[""NEX-000111""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,lat_pulldown_vertical_pull_cable_machine,REX-000040,랫풀다운,cable pulldown,STRENGTH,BACK,VERTICAL_PULL,BEGINNER,APPROVED,REPS,4,,90,15,"[""CABLE_MACHINE""]","[""GYM""]","[""UPPER_BACK""]","[""ELBOW"",""SHOULDER""]",false,랫풀다운 운동은 팔꿈치를 아래로 당기며 등을 사용하는 운동입니다.,"[""손잡이를 안정적으로 잡고 몸을 준비한다."",""어깨를 내린 채 팔꿈치를 아래로 당긴다."",""조절할 수 있는 범위까지만 당긴다."",""팔을 천천히 펴며 시작 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0198,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PULL-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PULL-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000020,"[""NEX-000020"",""NEX-000189"",""NEX-000190""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,leg_press_knee_dominant_machine,REX-000041,레그 프레스,Leg Press,STRENGTH,QUADRICEPS,KNEE_DOMINANT,BEGINNER,APPROVED,REPS,4,,90,15,"[""MACHINE""]","[""GYM""]","[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",false,레그 프레스 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,wger,371,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-SQUAT-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-SQUAT-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000204,"[""NEX-000204""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,leg_press_knee_dominant_resistance_band,REX-000069,누워서 밴드 레그 프레스,밴드 잡고 누워서 다리 밀기,STRENGTH,QUADRICEPS,KNEE_DOMINANT,BEGINNER,APPROVED,REPS,4,,90,15,"[""RESISTANCE_BAND""]","[""HOME""]","[""KNEE""]","[""HIP""]",false,누워서 밴드 레그 프레스 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"[""발을 편하게 벌리고 양발에 무게를 나눈다."",""엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다."",""발바닥을 바닥에 두고 편한 범위까지만 내려간다."",""발로 바닥을 밀며 천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,kspo,72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000176,"[""NEX-000176""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,leg_up_hamstring_stretch_mobility_stretch_bodyweight,REX-000042,누워서 햄스트링 스트레칭,leg up hamstring stretch,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""KNEE""]","[""HIP""]",true,누워서 햄스트링 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1576,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000135,"[""NEX-000135""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,lower_back_curl_core_brace_bodyweight,REX-000043,로어 백 컬,lower back curl,STRENGTH,BACK,CORE_BRACE,INTERMEDIATE,APPROVED,DURATION,,30,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""LOWER_BACK""]","[""UPPER_BACK""]",false,로어 백 컬 운동은 몸통을 유지하며 등에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1352,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000112,"[""NEX-000112""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,machine_leg_extension_isolation_machine,REX-000044,레그 익스텐션,lever leg extension,STRENGTH,QUADRICEPS,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""MACHINE""]","[""GYM""]","[""KNEE""]","[""HIP""]",false,레그 익스텐션 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0585,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000069,"[""NEX-000069"",""NEX-000160"",""NEX-000203""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,mobility_balance_bodyweight,REX-000066,한발 서기 균형,FITT-CORE-STABILITY-V1,MOBILITY,MOBILITY,BALANCE,BEGINNER,APPROVED,DURATION,,30,30,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""HIP""]","[""ANKLE_FOOT"",""KNEE""]",true,한발 서기 균형 운동은 한 발로 서서 몸의 균형을 확인하는 운동입니다.,"[""주변을 정리하고 필요하면 벽이나 의자 가까이에 선다."",""한 발을 바닥에 두고 다른 발을 천천히 들어 올린다."",""시선을 앞에 두고 몸이 흔들리지 않는 범위에서 유지한다."",""발을 천천히 내려 양발로 돌아온 뒤 반대쪽도 수행한다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,kspo,19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-INTERMEDIATE-V1"",""BEGINNER"":""FITT-CORE-DYNAMIC-V1""}",NONE,동적 코어 운동에 REPS 단위 템플릿 적용.,NEX-000173,"[""NEX-000173""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,neck_lateral_stretch_mobility_stretch_bodyweight,REX-000045,목 옆면 스트레칭,neck side stretch,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""NECK""]","[""SHOULDER""]",true,목 옆면 스트레칭 운동은 목 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1403,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000083,"[""NEX-000083"",""NEX-000125""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,one_arm_wall_lats_isolation_bodyweight,REX-000046,벽 짚고 한 팔 광배근 스트레칭,one arm against wall,STRENGTH,BACK,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]",false,벽 짚고 한 팔 광배근 스트레칭 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1355,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOMETRIC-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOMETRIC-STRENGTH-V1""}",NONE,전문가 검수 완료: 벽을 손바닥으로 밀어 광배근을 등척성으로 활성화하는 PUSH + BODYWEIGHT 동작이며 유지시간 기본값을 적용.,NEX-000113,"[""NEX-000113""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,overhead_triceps_extension_isolation_barbell,REX-000047,오버헤드 트라이셉스 익스텐션,barbell standing overhead triceps extension,STRENGTH,TRICEPS,ISOLATION,BEGINNER,APPROVED,REPS,4,,90,15,"[""BARBELL""]","[""GYM""]","[""ELBOW""]","[""SHOULDER""]",false,오버헤드 트라이셉스 익스텐션 운동은 다른 부위의 움직임을 줄이고 팔 뒤쪽을 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0109,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-ISOLATION-STRENGTH-V1""}",NONE,단일관절 또는 고립 저항운동 특성으로 ISOLATION_STRENGTH 템플릿 적용.,NEX-000008,"[""NEX-000008""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,overhead_triceps_stretch_mobility_stretch_bodyweight,REX-000048,오버헤드 삼두근 스트레칭,overhead triceps stretch,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""ELBOW""]","[""SHOULDER"",""WRIST_HAND""]",true,오버헤드 삼두근 스트레칭 운동은 팔꿈치 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0643,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000073,"[""NEX-000073""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,pectorals_horizontal_push_horizontal_push_machine,REX-000049,체스트 프레스,Seated Bench Press,STRENGTH,CHEST,HORIZONTAL_PUSH,BEGINNER,APPROVED,REPS,4,,90,15,"[""MACHINE""]","[""GYM""]","[""CHEST""]","[""SHOULDER"",""ELBOW""]",false,체스트 프레스 운동은 팔을 앞으로 밀어 가슴을 사용하는 운동입니다.,"[""손과 발 또는 기구를 안정적으로 준비한다."",""어깨가 으쓱하지 않게 팔을 천천히 밀어낸다."",""팔꿈치를 조절할 수 있는 범위에서 굽힌다."",""천천히 처음 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,wger,1094,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PUSH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PUSH-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000182,"[""NEX-000182"",""NEX-000194"",""NEX-000206""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,peroneal_stretch_mobility_stretch_stretch_strap,REX-000050,종아리 바깥쪽 스트레칭,peroneals stretch,MOBILITY,MOBILITY,MOBILITY_STRETCH,BEGINNER,APPROVED,DURATION,,30,30,15,"[""STRETCH_STRAP""]","[""HOME"",""GYM""]","[""ANKLE_FOOT""]","[""KNEE""]",true,종아리 바깥쪽 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,1388,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-MOBILITY-INTERMEDIATE-V1"",""BEGINNER"":""FITT-MOBILITY-V1""}",NONE,패턴 전용 FITT 템플릿 적용.,NEX-000123,"[""NEX-000123""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,plank_rotation_core_brace_bodyweight,REX-000051,플랭크 로테이션,front plank with twist,STRENGTH,CORE,CORE_BRACE,INTERMEDIATE,APPROVED,DURATION,,30,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""ABDOMEN""]","[""LOWER_BACK""]",false,플랭크 로테이션 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0464,false,"[""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-CORE-DYNAMIC-PER-SIDE-INTERMEDIATE-V1""}",NONE,좌우를 구분하는 동적 코어 운동에 REPS_PER_SIDE 단위 적용.,NEX-000063,"[""NEX-000063""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
EXERCISE,exercise-catalog-v2.0.2-draft,push_up_horizontal_push_bodyweight,REX-000052,푸시업,push-up,STRENGTH,CHEST,HORIZONTAL_PUSH,BEGINNER,APPROVED,REPS,4,,90,15,"[""BODYWEIGHT""]","[""HOME"",""GYM""]","[""CHEST""]","[""SHOULDER"",""ELBOW""]",false,푸시업 운동은 팔을 앞으로 밀어 가슴을 사용하는 운동입니다.,"[""손과 발 또는 기구를 안정적으로 준비한다."",""어깨가 으쓱하지 않게 팔을 천천히 밀어낸다."",""팔꿈치를 조절할 수 있는 범위에서 굽힌다."",""천천히 처음 위치로 돌아온다.""]",representative-content-v0.1.0,DOMAIN_APPROVED,gymvisual,0662,false,"[""BEGINNER"",""INTERMEDIATE""]","{""INTERMEDIATE"":""FITT-COMPOUND-PUSH-INTERMEDIATE-V1"",""BEGINNER"":""FITT-COMPOUND-PUSH-V1""}",NONE,다관절 저항운동 패턴 전용 복합 템플릿 적용.,NEX-000074,"[""NEX-000074""]",REVIEW_REQUIRED,true,,,,,,,,,,,,,,,,,,,,
