body_focus_code,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_status,equipment_codes,form_cues_ko,instruction_content_version,instruction_summary_ko,location_codes,name_en,name_ko,primary_body_area_codes,primary_movement_pattern_code,production_eligible,recovery_eligible,representative_exercise_id,review_status_code,secondary_body_area_codes,source_identity,source_track,stable_code,timing_mode_code,training_type_code,canonical_status,canonical_decision_code,canonical_decision_source,canonical_decision_note_ko,v1_exercise_ids,record_type,allowed_experience_level_codes,fitt_template_ids_by_experience,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,review_required
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,"['DUMBBELL', 'STEP_BOX']","['발을 편하게 벌리고 양발에 무게를 나눈다.', '엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다.', '발바닥을 바닥에 두고 편한 범위까지만 내려간다.', '발로 바닥을 밀며 천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,덤벨 스텝업 런지 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell step-up lunge,덤벨 스텝업 런지,"['KNEE', 'HIP']",KNEE_DOMINANT,False,False,REX-000031,DOMAIN_APPROVED,['ANKLE_FOOT'],2796,gymvisual,dumbbell_step_up_lunge_knee_dominant_dumbbell_step_box,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,다이내믹 가슴 스트레칭 운동은 가슴 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",dynamic chest stretch (male),다이내믹 가슴 스트레칭,['CHEST'],MOBILITY_STRETCH,False,True,REX-000032,DOMAIN_APPROVED,"['SHOULDER', 'UPPER_BACK']",1167,gymvisual,dynamic_chest_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['STABILITY_BALL'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,짐볼 고관절 굴근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",exercise ball hip flexor stretch,짐볼 고관절 스트레칭,['HIP'],MOBILITY_STRETCH,False,True,REX-000033,DOMAIN_APPROVED,['LOWER_BACK'],1559,gymvisual,exercise_ball_hip_flexor_stretch_mobility_stretch_stability_ball,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,햄스트링 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",hamstring stretch,햄스트링 스트레칭,['KNEE'],MOBILITY_STRETCH,False,True,REX-000034,DOMAIN_APPROVED,['HIP'],1511,gymvisual,hamstring_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,['NEX-000135'],,,,,,,
FOREARMS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['HOUSEHOLD_WEIGHT'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,손 악력 쥐기 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",weighted standing hand squeeze,손 악력 쥐기,['WRIST_HAND'],ISOLATION,False,False,REX-000035,DOMAIN_APPROVED,['ELBOW'],0854,gymvisual,hand_grip_squeeze_isolation_household_weight,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['STRETCH_STRAP'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,고관절 굴근·대퇴사두근 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",intermediate hip flexor and quad stretch,고관절 굴근·대퇴사두근 스트레칭,['KNEE'],MOBILITY_STRETCH,False,True,REX-000036,DOMAIN_APPROVED,['HIP'],1564,gymvisual,hip_flexor_quadriceps_stretch_mobility_stretch_stretch_strap,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,['DUMBBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,인클라인 Y 레이즈 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",dumbbell incline y-raise,인클라인 Y 레이즈,['UPPER_BACK'],ISOLATION,False,False,REX-000037,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",3541,gymvisual,incline_y_raise_isolation_dumbbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,['BODYWEIGHT'],"['가슴을 편안히 열고 손잡이나 기구를 잡는다.', '어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다.', '손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다.', '팔을 천천히 펴며 처음 위치로 돌아온다.']",representative-content-v0.1.0,인버티드 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,"['HOME', 'GYM']",inverted row,인버티드 로우,['UPPER_BACK'],HORIZONTAL_PULL,False,False,REX-000038,DOMAIN_APPROVED,"['ELBOW', 'SHOULDER']",0499,gymvisual,inverted_row_horizontal_pull_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,무릎 꿇고 광배근 스트레칭 운동은 상부 등 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",kneeling lat stretch,무릎 꿇고 광배근 스트레칭,['UPPER_BACK'],MOBILITY_STRETCH,False,True,REX-000039,DOMAIN_APPROVED,"['SHOULDER', 'CHEST']",1346,gymvisual,kneeling_lat_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['CABLE_MACHINE'],"['손잡이를 안정적으로 잡고 몸을 준비한다.', '어깨를 내린 채 팔꿈치를 아래로 당긴다.', '조절할 수 있는 범위까지만 당긴다.', '팔을 천천히 펴며 시작 위치로 돌아온다.']",representative-content-v0.1.0,랫풀다운 운동은 팔꿈치를 아래로 당기며 등을 사용하는 운동입니다.,['GYM'],cable pulldown,랫풀다운,['UPPER_BACK'],VERTICAL_PULL,False,False,REX-000040,DOMAIN_APPROVED,"['ELBOW', 'SHOULDER']",0198,gymvisual,lat_pulldown_vertical_pull_cable_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['MACHINE'],"['발을 편하게 벌리고 양발에 무게를 나눈다.', '엉덩이를 뒤로 보내며 무릎을 천천히 굽힌다.', '발바닥을 바닥에 두고 편한 범위까지만 내려간다.', '발로 바닥을 밀며 천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,레그 프레스 운동은 다리를 굽혔다 펴며 허벅지 앞쪽을 사용하는 운동입니다.,['GYM'],Leg Press,레그 프레스,"['KNEE', 'HIP']",KNEE_DOMINANT,False,False,REX-000041,DOMAIN_APPROVED,['ANKLE_FOOT'],371,wger,leg_press_knee_dominant_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,APPROVED,['BODYWEIGHT'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,로어 백 컬 운동은 몸통을 유지하며 등에 힘을 쓰는 운동입니다.,"['HOME', 'GYM']",lower back curl,로어 백 컬,['LOWER_BACK'],CORE_BRACE,False,False,REX-000043,DOMAIN_APPROVED,['UPPER_BACK'],1352,gymvisual,lower_back_curl_core_brace_bodyweight,DURATION,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['MACHINE'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,레그 익스텐션 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,['GYM'],lever leg extension,레그 익스텐션,['KNEE'],ISOLATION,False,False,REX-000044,DOMAIN_APPROVED,['HIP'],0585,gymvisual,machine_leg_extension_isolation_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,목 옆면 스트레칭 운동은 목 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",neck side stretch,목 옆면 스트레칭,['NECK'],MOBILITY_STRETCH,False,True,REX-000045,DOMAIN_APPROVED,['SHOULDER'],1403,gymvisual,neck_lateral_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
BACK,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BODYWEIGHT'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,벽 짚고 한 팔 광배근 스트레칭 운동은 다른 부위의 움직임을 줄이고 등을 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",one arm against wall,벽 짚고 한 팔 광배근 스트레칭,['UPPER_BACK'],ISOLATION,False,False,REX-000046,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",1355,gymvisual,one_arm_wall_lats_isolation_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
TRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BARBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,오버헤드 트라이셉스 익스텐션 운동은 다른 부위의 움직임을 줄이고 팔 뒤쪽을 집중해 사용하는 운동입니다.,['GYM'],barbell standing overhead triceps extension,오버헤드 트라이셉스 익스텐션,['ELBOW'],ISOLATION,False,False,REX-000047,DOMAIN_APPROVED,['SHOULDER'],0109,gymvisual,overhead_triceps_extension_isolation_barbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,오버헤드 삼두근 스트레칭 운동은 팔꿈치 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",overhead triceps stretch,오버헤드 삼두근 스트레칭,['ELBOW'],MOBILITY_STRETCH,False,True,REX-000048,DOMAIN_APPROVED,"['SHOULDER', 'WRIST_HAND']",0643,gymvisual,overhead_triceps_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CHEST,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['MACHINE'],"['손과 발 또는 기구를 안정적으로 준비한다.', '어깨가 으쓱하지 않게 팔을 천천히 밀어낸다.', '팔꿈치를 조절할 수 있는 범위에서 굽힌다.', '천천히 처음 위치로 돌아온다.']",representative-content-v0.1.0,체스트 프레스 운동은 팔을 앞으로 밀어 가슴을 사용하는 운동입니다.,['GYM'],Seated Bench Press,체스트 프레스,['CHEST'],HORIZONTAL_PUSH,False,False,REX-000049,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",1094,wger,pectorals_horizontal_push_horizontal_push_machine,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,INTERMEDIATE,APPROVED,['STRETCH_STRAP'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,종아리 바깥쪽 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",peroneals stretch,종아리 바깥쪽 스트레칭,['ANKLE_FOOT'],MOBILITY_STRETCH,False,True,REX-000050,DOMAIN_APPROVED,['KNEE'],1388,gymvisual,peroneal_stretch_mobility_stretch_stretch_strap,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CORE,exercise-catalog-v2.0.2-final,90,,15,30,INTERMEDIATE,APPROVED,['BODYWEIGHT'],"['안내된 시작 자세를 안정적으로 잡는다.', '배 주변에 가볍게 힘을 주고 숨을 쉰다.', '몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,플랭크 로테이션 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"['HOME', 'GYM']",front plank with twist,플랭크 로테이션,['ABDOMEN'],CORE_BRACE,False,False,REX-000051,DOMAIN_APPROVED,['LOWER_BACK'],0464,gymvisual,plank_rotation_core_brace_bodyweight,DURATION,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CHEST,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BODYWEIGHT'],"['손과 발 또는 기구를 안정적으로 준비한다.', '어깨가 으쓱하지 않게 팔을 천천히 밀어낸다.', '팔꿈치를 조절할 수 있는 범위에서 굽힌다.', '천천히 처음 위치로 돌아온다.']",representative-content-v0.1.0,푸시업 운동은 팔을 앞으로 밀어 가슴을 사용하는 운동입니다.,"['HOME', 'GYM']",push-up,푸시업,['CHEST'],HORIZONTAL_PUSH,False,False,REX-000052,DOMAIN_APPROVED,"['SHOULDER', 'ELBOW']",0662,gymvisual,push_up_horizontal_push_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
MOBILITY,exercise-catalog-v2.0.2-final,30,,15,30,BEGINNER,APPROVED,['BODYWEIGHT'],"['편안한 시작 자세를 잡고 주변 공간을 확인한다.', '숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다.', '당김이 느껴지는 범위에서 잠시 멈춘다.', '반동 없이 시작 자세로 천천히 돌아온다.']",representative-content-v0.1.0,후면 어깨 스트레칭 운동은 어깨 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"['HOME', 'GYM']",rear deltoid stretch,후면 어깨 스트레칭,['SHOULDER'],MOBILITY_STRETCH,False,True,REX-000053,DOMAIN_APPROVED,['UPPER_BACK'],0669,gymvisual,rear_deltoid_stretch_mobility_stretch_bodyweight,DURATION,MOBILITY,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CALVES,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,['RESISTANCE_BAND'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리버스 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,"['HOME', 'GYM']",band single leg reverse calf raise,리버스 카프 레이즈,['ANKLE_FOOT'],ISOLATION,False,False,REX-000054,DOMAIN_APPROVED,['KNEE'],1000,gymvisual,reverse_calf_raise_isolation_resistance_band,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
FOREARMS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BARBELL'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,리버스 리스트 컬 운동은 다른 부위의 움직임을 줄이고 팔뚝을 집중해 사용하는 운동입니다.,['GYM'],barbell reverse wrist curl,리버스 리스트 컬,['WRIST_HAND'],ISOLATION,False,False,REX-000055,DOMAIN_APPROVED,['ELBOW'],0082,gymvisual,reverse_wrist_curl_isolation_barbell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['BODYWEIGHT'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,앞뒤 스텝 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['HOME'],back and forth step,앞뒤 스텝,"['ANKLE_FOOT', 'KNEE']",GAIT,False,False,REX-000056,DOMAIN_APPROVED,['HIP'],3672,gymvisual,cardio_gait_bodyweight,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
QUADRICEPS,exercise-catalog-v2.0.2-final,90,4,15,,BEGINNER,APPROVED,['BODYWEIGHT'],"['시작 자세와 기구를 안정적으로 준비한다.', '안내된 부위를 중심으로 천천히 움직인다.', '끝 범위에서 힘을 잠시 유지한다.', '반동 없이 시작 자세로 돌아온다.']",representative-content-v0.1.0,의자 잡고 무릎 들기 운동은 다른 부위의 움직임을 줄이고 허벅지 앞쪽을 집중해 사용하는 운동입니다.,['HOME'],의자잡고 전방으로 무릎 굽혀 들기,의자 잡고 무릎 들기,['KNEE'],ISOLATION,False,False,REX-000057,DOMAIN_APPROVED,"['HIP', 'ANKLE_FOOT']",46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,kspo,hip_flexion_isolation_bodyweight,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['BODYWEIGHT'],"['주변 공간과 발을 디딜 곳을 확인한다.', '천천히 시작해 편안한 리듬을 찾는다.', '시선을 앞에 두고 발을 안정적으로 디딘다.', '속도와 움직임을 낮추며 마무리한다.']",representative-content-v0.1.0,하이니 운동은 일정한 리듬으로 몸을 움직이는 유산소 운동입니다.,['HOME'],high knee against wall,하이니,"['KNEE', 'HIP']",GAIT,False,False,REX-000058,DOMAIN_APPROVED,['ANKLE_FOOT'],3636,gymvisual,cardio_gait_bodyweight_rex_000058,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,BEGINNER,APPROVED,['BODYWEIGHT'],"['주변 공간을 확인하고 발을 편하게 모아 선다.', '무릎을 살짝 굽힌 채 팔과 다리를 함께 벌리며 가볍게 뛴다.', '발 앞쪽부터 부드럽게 착지하고 같은 리듬으로 반복한다.', '속도를 낮추며 발을 모으고 호흡을 정리한다.']",representative-content-v0.1.0,점핑잭 운동은 팔과 다리를 함께 움직이며 반복해서 가볍게 뛰는 유산소 운동입니다.,"['HOME', 'GYM']",jack jump (male),점핑잭,"['ANKLE_FOOT', 'KNEE']",JUMP_PLYOMETRIC,False,False,REX-000059,DOMAIN_APPROVED,"['HIP', 'SHOULDER']",3224,gymvisual,cardio_jump_plyometric_bodyweight,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
CARDIO,exercise-catalog-v2.0.2-final,60,,15,60,INTERMEDIATE,APPROVED,['JUMP_ROPE'],"['주변 공간을 확인하고 발을 편하게 모아 선다.', '무릎을 살짝 굽힌 채 팔과 다리를 함께 벌리며 가볍게 뛴다.', '발 앞쪽부터 부드럽게 착지하고 같은 리듬으로 반복한다.', '속도를 낮추며 발을 모으고 호흡을 정리한다.']",representative-content-v0.1.0,줄넘기 운동은 팔과 다리를 함께 움직이며 반복해서 가볍게 뛰는 유산소 운동입니다.,"['HOME', 'GYM']",jump rope,줄넘기,"['ANKLE_FOOT', 'KNEE']",JUMP_PLYOMETRIC,False,False,REX-000060,DOMAIN_APPROVED,['HIP'],2612,gymvisual,cardio_jump_plyometric_jump_rope,DURATION,CARDIO,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
GLUTES,exercise-catalog-v2.0.2-final,90,4,15,,INTERMEDIATE,APPROVED,['KETTLEBELL'],"['발을 편하게 두고 기구나 주변을 안정적으로 준비한다.', '엉덩이를 뒤로 보내며 상체를 천천히 기울인다.', '등과 목을 편안히 두고 엉덩이로 힘을 낸다.', '천천히 시작 자세로 돌아온다.']",representative-content-v0.1.0,케틀벨 스윙 운동은 엉덩이를 뒤로 보내며 엉덩이를 사용하는 운동입니다.,['GYM'],2 Handed Kettlebell Swing,케틀벨 스윙,['HIP'],HIP_DOMINANT,False,False,REX-000061,DOMAIN_APPROVED,"['KNEE', 'LOWER_BACK']",9,wger,kettlebell_swing_hip_dominant_kettlebell,REPS,STRENGTH,ACTIVE_CANONICAL_RETAINED,RETAINED_CANONICAL,EXISTING_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,[],,,,,,,
