representative_exercise_id,stable_code_before,stable_code_after,field_name,old_value,new_value,alias_value,canonical_value,alias_type,migration_status,migration_target,evidence_reference,note_ko,change_type,decision_code,decision_status
REX-000120,weighted_russian_twist_legs_up_isolation_bodyweight,weighted_russian_twist_legs_up_isolation_household_weight,source_identity,v1:NEX-000090,0845,v1:NEX-000090,0845,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000120,integrated_exercise_review_updated.csv:gymvisual:0845,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000120,weighted_russian_twist_legs_up_isolation_bodyweight,weighted_russian_twist_legs_up_isolation_household_weight,equipment_codes,"[""BODYWEIGHT""]","[""HOUSEHOLD_WEIGHT""]","[""BODYWEIGHT""]","[""HOUSEHOLD_WEIGHT""]",ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000120,integrated_exercise_review_updated.csv:gymvisual:0845,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,EQUIPMENT_TAXONOMY_NORMALIZED,APPLIED
REX-000120,weighted_russian_twist_legs_up_isolation_bodyweight,weighted_russian_twist_legs_up_isolation_household_weight,stable_code,weighted_russian_twist_legs_up_isolation_bodyweight,weighted_russian_twist_legs_up_isolation_household_weight,weighted_russian_twist_legs_up_isolation_bodyweight,weighted_russian_twist_legs_up_isolation_household_weight,STABLE_CODE_MIGRATION,MIGRATION_REQUIRED_BEFORE_FK_CUTOVER,REX-000120,integrated_exercise_review_updated.csv:gymvisual:0845,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,STABLE_CODE_MIGRATION,STABLE_CODE_EQUIPMENT_MIGRATION,APPLIED
REX-000121,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000121,integrated_exercise_review_updated.csv:gymvisual:0972,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000121,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,source_identity,v1:NEX-000096,0972,v1:NEX-000096,0972,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000121,integrated_exercise_review_updated.csv:gymvisual:0972,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000121,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,name_en,band bicycle crunch,bicycle crunch,band bicycle crunch,bicycle crunch,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000121,integrated_exercise_review_updated.csv:gymvisual:0972,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_NAME_EN_NORMALIZED,APPLIED
REX-000121,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,display_name_ko,밴드 바이시클 크런치,바이시클 크런치,밴드 바이시클 크런치,바이시클 크런치,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000121,integrated_exercise_review_updated.csv:gymvisual:0972,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,REPRESENTATIVE_IDENTITY_LABEL_REFINED,APPLIED
REX-000121,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,equipment_codes,"[""RESISTANCE_BAND""]","[""BODYWEIGHT""]","[""RESISTANCE_BAND""]","[""BODYWEIGHT""]",ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000121,integrated_exercise_review_updated.csv:gymvisual:0972,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,EQUIPMENT_TAXONOMY_NORMALIZED,APPLIED
REX-000121,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,stable_code,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,band_bicycle_crunch_isolation_resistance_band,bicycle_crunch_core_brace_bodyweight,STABLE_CODE_MIGRATION,MIGRATION_REQUIRED_BEFORE_FK_CUTOVER,REX-000121,integrated_exercise_review_updated.csv:gymvisual:0972,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,STABLE_CODE_MIGRATION,STABLE_CODE_EQUIPMENT_MIGRATION,APPLIED
REX-000122,band_kneeling_twisting_crunch_isolation_resistance_band,band_kneeling_twisting_crunch_isolation_resistance_band,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000122,integrated_exercise_review_updated.csv:gymvisual:0985,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000122,band_kneeling_twisting_crunch_isolation_resistance_band,band_kneeling_twisting_crunch_isolation_resistance_band,source_identity,v1:NEX-000099,0985,v1:NEX-000099,0985,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000122,integrated_exercise_review_updated.csv:gymvisual:0985,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000123,cable_one_arm_decline_chest_fly_isolation_cable_machine,cable_one_arm_decline_chest_fly_isolation_cable_machine,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000123,integrated_exercise_review_updated.csv:gymvisual:1262,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000123,cable_one_arm_decline_chest_fly_isolation_cable_machine,cable_one_arm_decline_chest_fly_isolation_cable_machine,source_identity,v1:NEX-000109,1262,v1:NEX-000109,1262,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000123,integrated_exercise_review_updated.csv:gymvisual:1262,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000124,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000124,integrated_exercise_review_updated.csv:gymvisual:1369,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000124,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,source_identity,v1:NEX-000117,1369,v1:NEX-000117,1369,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000124,integrated_exercise_review_updated.csv:gymvisual:1369,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000125,one_leg_donkey_calf_raise_isolation_bodyweight,one_leg_donkey_calf_raise_isolation_bodyweight,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000125,integrated_exercise_review_updated.csv:gymvisual:1386,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000125,one_leg_donkey_calf_raise_isolation_bodyweight,one_leg_donkey_calf_raise_isolation_bodyweight,source_identity,v1:NEX-000121,1386,v1:NEX-000121,1386,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000125,integrated_exercise_review_updated.csv:gymvisual:1386,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000126,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000126,integrated_exercise_review_updated.csv:gymvisual:1646,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000126,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,dumbbell_alternate_hammer_preacher_curl_isolation_dumbbell,source_identity,v1:NEX-000140,1646,v1:NEX-000140,1646,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000126,integrated_exercise_review_updated.csv:gymvisual:1646,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000127,lever_pullover_isolation_machine,lever_pullover_isolation_machine,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000127,integrated_exercise_review_updated.csv:gymvisual:2285,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000127,lever_pullover_isolation_machine,lever_pullover_isolation_machine,source_identity,v1:NEX-000148,2285,v1:NEX-000148,2285,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000127,integrated_exercise_review_updated.csv:gymvisual:2285,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000127,lever_pullover_isolation_machine,lever_pullover_isolation_machine,display_name_ko,풀오버,머신 풀오버,풀오버,머신 풀오버,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000127,integrated_exercise_review_updated.csv:gymvisual:2285,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,REPRESENTATIVE_IDENTITY_LABEL_REFINED,APPLIED
REX-000128,lever_seated_calf_press_isolation_machine,lever_seated_calf_press_isolation_machine,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000128,integrated_exercise_review_updated.csv:gymvisual:2335,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000128,lever_seated_calf_press_isolation_machine,lever_seated_calf_press_isolation_machine,source_identity,v1:NEX-000153,2335,v1:NEX-000153,2335,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000128,integrated_exercise_review_updated.csv:gymvisual:2335,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000130,resistance_band_leg_extension_isolation_resistance_band,resistance_band_leg_extension_isolation_resistance_band,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000130,integrated_exercise_review_updated.csv:gymvisual:3007,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000130,resistance_band_leg_extension_isolation_resistance_band,resistance_band_leg_extension_isolation_resistance_band,source_identity,v1:NEX-000160,3007,v1:NEX-000160,3007,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000130,integrated_exercise_review_updated.csv:gymvisual:3007,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000131,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,source_track,v1,gymvisual,v1,gymvisual,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000131,integrated_exercise_review_updated.csv:gymvisual:3010,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000131,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,source_identity,v1:NEX-000161,3010,v1:NEX-000161,3010,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000131,integrated_exercise_review_updated.csv:gymvisual:3010,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000131,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,equipment_codes,"[""BODYWEIGHT""]","[""EZ_BAR""]","[""BODYWEIGHT""]","[""EZ_BAR""]",ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000131,integrated_exercise_review_updated.csv:gymvisual:3010,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,EQUIPMENT_TAXONOMY_NORMALIZED,APPLIED
REX-000131,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,location_codes,"[""HOME"",""GYM""]","[""GYM""]","[""HOME"",""GYM""]","[""GYM""]",ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000131,integrated_exercise_review_updated.csv:gymvisual:3010,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,LOCATION_DERIVED_FROM_LOAD_EQUIPMENT,APPLIED
REX-000131,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,stable_code,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,ez_bar_lying_bent_arms_pullover_isolation_bodyweight,ez_bar_lying_bent_arms_pullover_isolation_ez_bar,STABLE_CODE_MIGRATION,MIGRATION_REQUIRED_BEFORE_FK_CUTOVER,REX-000131,integrated_exercise_review_updated.csv:gymvisual:3010,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,STABLE_CODE_MIGRATION,STABLE_CODE_EQUIPMENT_MIGRATION,APPLIED
REX-000133,dumbbell_rear_delt_row_isolation_dumbbell,dumbbell_rear_delt_row_isolation_dumbbell,source_track,v1,wger,v1,wger,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000133,integrated_exercise_review_updated.csv:wger:1227,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000133,dumbbell_rear_delt_row_isolation_dumbbell,dumbbell_rear_delt_row_isolation_dumbbell,source_identity,v1:NEX-000184,1227,v1:NEX-000184,1227,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000133,integrated_exercise_review_updated.csv:wger:1227,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000134,incline_chest_supported_dumbbell_row_isolation_dumbbell,incline_chest_supported_dumbbell_row_isolation_dumbbell,source_track,v1,wger,v1,wger,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000134,integrated_exercise_review_updated.csv:wger:1283,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000134,incline_chest_supported_dumbbell_row_isolation_dumbbell,incline_chest_supported_dumbbell_row_isolation_dumbbell,source_identity,v1:NEX-000185,1283,v1:NEX-000185,1283,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000134,integrated_exercise_review_updated.csv:wger:1283,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000134,incline_chest_supported_dumbbell_row_isolation_dumbbell,incline_chest_supported_dumbbell_row_isolation_dumbbell,display_name_ko,인클라인 체스트 덤벨 로우,인클라인 체스트 서포티드 덤벨 로우,인클라인 체스트 덤벨 로우,인클라인 체스트 서포티드 덤벨 로우,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000134,integrated_exercise_review_updated.csv:wger:1283,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,REPRESENTATIVE_IDENTITY_LABEL_REFINED,APPLIED
REX-000135,calf_press_using_leg_press_machine_isolation_machine,calf_press_using_leg_press_machine_isolation_machine,source_track,v1,wger,v1,wger,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000135,integrated_exercise_review_updated.csv:wger:146,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000135,calf_press_using_leg_press_machine_isolation_machine,calf_press_using_leg_press_machine_isolation_machine,source_identity,v1:NEX-000188,146,v1:NEX-000188,146,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000135,integrated_exercise_review_updated.csv:wger:146,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000136,leg_curl_with_elastic_isolation_resistance_band,leg_curl_with_elastic_isolation_resistance_band,source_track,v1,wger,v1,wger,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000136,integrated_exercise_review_updated.csv:wger:1603,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000136,leg_curl_with_elastic_isolation_resistance_band,leg_curl_with_elastic_isolation_resistance_band,source_identity,v1:NEX-000191,1603,v1:NEX-000191,1603,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000136,integrated_exercise_review_updated.csv:wger:1603,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000137,bulgarian_squat_with_dumbbells_isolation_dumbbell,bulgarian_squat_with_dumbbells_isolation_dumbbell,source_track,v1,wger,v1,wger,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000137,integrated_exercise_review_updated.csv:wger:1706,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000137,bulgarian_squat_with_dumbbells_isolation_dumbbell,bulgarian_squat_with_dumbbells_isolation_dumbbell,source_identity,v1:NEX-000195,1706,v1:NEX-000195,1706,ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000137,integrated_exercise_review_updated.csv:wger:1706,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,SOURCE_PROVENANCE_RESOLVED,APPLIED
REX-000137,bulgarian_squat_with_dumbbells_isolation_dumbbell,bulgarian_squat_with_dumbbells_isolation_dumbbell,location_codes,"[""HOME"",""GYM""]","[""GYM""]","[""HOME"",""GYM""]","[""GYM""]",ALIAS_PRESERVED,PRESERVED_ACTIVE_HISTORY,REX-000137,integrated_exercise_review_updated.csv:wger:1706,원천·승인 정책과의 정합성을 맞춘 결정적 수정이며 기존 값은 migration에 보존한다.,FIELD_CORRECTION,LOCATION_DERIVED_FROM_LOAD_EQUIPMENT,APPLIED
REX-000107,cable_russian_twists_on_stability_ball_isolation_stability_ball,,record_status,ACTIVE_CANONICAL,DELETED_FROM_ACTIVE_CATALOG,cable_russian_twists_on_stability_ball_isolation_stability_ball,,CANONICAL_DELETION,REMOVE_FROM_ACTIVE_CATALOG,REX-000107,integrated_exercise_review_updated.csv:gymvisual:0211,원천 난이도가 ADVANCED이고 이번 catalog는 BEGINNER/INTERMEDIATE만 허용하므로 사용자 요청으로 활성 집합에서 삭제했다.,,,
REX-000116,kettlebell_lunge_pass_through_isolation_kettlebell,,record_status,ACTIVE_CANONICAL,DELETED_FROM_ACTIVE_CATALOG,kettlebell_lunge_pass_through_isolation_kettlebell,,CANONICAL_DELETION,REMOVE_FROM_ACTIVE_CATALOG,REX-000116,integrated_exercise_review_updated.csv:gymvisual:0536,원천 난이도가 ADVANCED이고 이번 catalog는 BEGINNER/INTERMEDIATE만 허용하므로 사용자 요청으로 활성 집합에서 삭제했다.,,,
REX-000129,inverse_leg_curl_on_pull_up_cable_machine_isolation_pull_up_bar,,record_status,ACTIVE_CANONICAL,DELETED_FROM_ACTIVE_CATALOG,inverse_leg_curl_on_pull_up_cable_machine_isolation_pull_up_bar,,CANONICAL_DELETION,REMOVE_FROM_ACTIVE_CATALOG,REX-000129,integrated_exercise_review_updated.csv:gymvisual:2400,사용자 요청으로 초보자가 수행하기 어려운 변형을 활성 canonical에서 삭제했다.,,,
REX-000132,standing_leg_curl_with_chair_support_isolation_chair,,record_status,ACTIVE_CANONICAL,DELETED_FROM_ACTIVE_CATALOG,standing_leg_curl_with_chair_support_isolation_chair,,CANONICAL_DELETION,REMOVE_FROM_ACTIVE_CATALOG,REX-000132,integrated_exercise_review_updated.csv:kspo:ddff78f01b0aa7c568bb66781954f5bbb7a7f882745b3490702d63e6467f924e,KSPO 원천은 영상 후보이며 텍스트 단계가 없어 수행 정합성을 확정할 수 없으므로 사용자 요청으로 삭제했다.,,,
