source_record_type,source_record_id,source_track,source_identity,source_key,source_name_ko,source_name_en,source_stable_code,final_stable_code,final_representative_exercise_id,mapping_status,active_canonical,decision_source,decision_code,review_pair_id,mapping_note_ko,active_legacy_alias_row
EXERCISE,REX-000001,kspo,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,kspo:9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,누워서 복부 수축하기,누워서 배가로근 수축1,abs_core_brace_core_brace_mat,abs_core_brace_core_brace_mat,REX-000001,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000057,kspo,46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,의자 잡고 무릎 들기,의자잡고 전방으로 무릎 굽혀 들기,hip_flexion_isolation_bodyweight,hip_flexion_isolation_bodyweight,REX-000057,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000063,kspo,66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,kspo:66e29f752b845bd1bcfa4cb737be1ede40daa81d869ea4b531c882b02ffb3c28,앉아서 짐볼 조이기,의자에 앉아 다리로 짐볼 쥐기,hip_adduction_isolation_stability_ball,hip_adduction_isolation_stability_ball,REX-000063,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000064,kspo,dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,kspo:dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,앉아서 고관절 굴곡,앉아서 엉덩관절 굽히기,hip_flexion_isolation_bodyweight_rex_000064,hip_flexion_isolation_bodyweight_rex_000064,REX-000064,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000066,kspo,19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,kspo:19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,한발 서기 균형,FITT-CORE-STABILITY-V1,mobility_balance_bodyweight,mobility_balance_bodyweight,REX-000066,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000068,kspo,00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,kspo:00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,스텝박스 오르내리기,스텝박스 오르내리기,cardio_gait_step_box,cardio_gait_step_box,REX-000068,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000069,kspo,72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,kspo:72cc612abf8747105b33f64e0661b713012fb3f2ae378cd5c5142215eedc899b,누워서 밴드 레그 프레스,밴드 잡고 누워서 다리 밀기,leg_press_knee_dominant_resistance_band,leg_press_knee_dominant_resistance_band,REX-000069,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000090,kspo,ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,kspo:ce0ab5a88d5e6c4243b2a910aa53ecff3aa783c716fa193711a1a6e44542b3a0,버드독,네발기기 자세에서 팔 다리 들기,spine_core_brace_core_brace_mat,spine_core_brace_core_brace_mat,REX-000090,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
EXERCISE,REX-000097,kspo,ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,kspo:ab41f78cd9e548e1217b4460122ca0a1e9824cd570da589f1b37ffe86d6db937,시티드 밴드 풀어파트,의자에 앉아 밴드 양옆으로 늘이기,upper_back_isolation_isolation_resistance_band,upper_back_isolation_isolation_resistance_band,REX-000097,RETAINED_CANONICAL,true,EXISTING_CANONICAL,RETAINED_CANONICAL,,기존 canonical stable code 유지,
V1_ALIAS,NEX-000001,v1,v1:NEX-000001,v1:NEX-000001,바벨 데드리프트,barbell deadlift,barbell_deadlift_hip_dominant_barbell,barbell_deadlift_hip_dominant_barbell,REX-000004,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000002,v1,v1:NEX-000002,v1:NEX-000002,바벨 디클라인 벤트 암 풀오버,barbell decline bent arm pullover,barbell_pullover_isolation_barbell,barbell_decline_bent_arm_pullover_isolation_barbell,REX-000103,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00198,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000003,v1,v1:NEX-000003,v1:NEX-000003,바벨 디클라인 와이드그립 풀오버,barbell decline wide-grip pullover,barbell_pullover_isolation_barbell,barbell_pullover_isolation_barbell,REX-000006,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000004,v1,v1:NEX-000004,v1:NEX-000004,바벨 프론트 레이즈,barbell front raise,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,REX-000005,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000005,v1,v1:NEX-000005,v1:NEX-000005,바벨 풀오버,barbell pullover,barbell_pullover_isolation_barbell,barbell_pullover_isolation_barbell,REX-000006,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000006,v1,v1:NEX-000006,v1:NEX-000006,바벨 리버스 리스트 컬,barbell reverse wrist curl,reverse_wrist_curl_isolation_barbell,reverse_wrist_curl_isolation_barbell,REX-000055,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000007,v1,v1:NEX-000007,v1:NEX-000007,바벨 시티드 카프 레이즈,barbell seated calf raise,seated_calf_raise_isolation_barbell,seated_calf_raise_isolation_barbell,REX-000080,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000008,v1,v1:NEX-000008,v1:NEX-000008,바벨 스탠딩 오버헤드 삼두 익스텐션,barbell standing overhead triceps extension,overhead_triceps_extension_isolation_barbell,overhead_triceps_extension_isolation_barbell,REX-000047,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000009,v1,v1:NEX-000009,v1:NEX-000009,바벨 스트레이트 레그 데드리프트,barbell straight leg deadlift,barbell_straight_leg_deadlift_hip_dominant_barbell,barbell_straight_leg_deadlift_hip_dominant_barbell,REX-000007,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000010,v1,v1:NEX-000010,v1:NEX-000010,바벨 리스트 컬,barbell wrist curl,wrist_curl_isolation_barbell,wrist_curl_isolation_barbell,REX-000102,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000011,v1,v1:NEX-000011,v1:NEX-000011,이두 풀업,biceps pull-up,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,bodyweight_pull_up_biceps_vertical_pull_bodyweight_pull_up_bar,REX-000012,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000012,v1,v1:NEX-000012,v1:NEX-000012,케이블 디클라인 플라이,cable decline fly,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,REX-000018,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000013,v1,v1:NEX-000013,v1:NEX-000013,케이블 디클라인 시티드 와이드그립 로우,cable decline seated wide-grip row,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,REX-000079,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000014,v1,v1:NEX-000014,v1:NEX-000014,케이블 바닥 시티드 와이드그립 로우,cable floor seated wide-grip row,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,REX-000079,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000015,v1,v1:NEX-000015,v1:NEX-000015,케이블 하이 로우(니링),cable high row (kneeling),seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,REX-000079,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000016,v1,v1:NEX-000016,v1:NEX-000016,케이블 인클라인 플라이(메디신볼),cable incline fly (on stability ball),cable_fly_isolation_cable_machine,cable_incline_fly_on_stability_ball_isolation_stability_ball,REX-000104,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00367,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000017,v1,v1:NEX-000017,v1:NEX-000017,케이블 인클라인 플라이,cable incline fly,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,REX-000018,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000018,v1,v1:NEX-000018,v1:NEX-000018,케이블 라잉 익스텐션 풀오버,cable lying extension pullover (with rope attachment),barbell_pullover_isolation_barbell,cable_lying_extension_pullover_with_rope_attachment_isolation_cable_machine,REX-000105,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00199,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000019,v1,v1:NEX-000019,v1:NEX-000019,케이블 라잉 플라이,cable lying fly,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,REX-000018,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000020,v1,v1:NEX-000020,v1:NEX-000020,케이블 풀다운,cable pulldown,lat_pulldown_vertical_pull_cable_machine,lat_pulldown_vertical_pull_cable_machine,REX-000040,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000021,v1,v1:NEX-000021,v1:NEX-000021,케이블 푸시다운,cable pushdown,cable_triceps_pushdown_isolation_cable_machine,cable_triceps_pushdown_isolation_cable_machine,REX-000019,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000022,v1,v1:NEX-000022,v1:NEX-000022,케이블 리버스-그립 스트레이트 등 시티드 하이 로우,cable reverse-grip straight back seated high row,seated_cable_row_horizontal_pull_cable_machine,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,REX-000106,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00548,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000023,v1,v1:NEX-000023,v1:NEX-000023,케이블 러시안 트위스트(메디신볼),cable russian twists (on stability ball),bodyweight_russian_twist_core_brace_bodyweight,cable_russian_twists_on_stability_ball_isolation_stability_ball,REX-000107,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00328,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000024,v1,v1:NEX-000024,v1:NEX-000024,케이블 시티드 와이드그립 로우,cable seated wide-grip row,seated_cable_row_horizontal_pull_cable_machine,seated_cable_row_horizontal_pull_cable_machine,REX-000079,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000025,v1,v1:NEX-000025,v1:NEX-000025,케이블 슈러그,cable shrug,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000026,v1,v1:NEX-000026,v1:NEX-000026,케이블 스탠딩 플라이,cable standing fly,cable_fly_isolation_cable_machine,cable_fly_isolation_cable_machine,REX-000018,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000027,v1,v1:NEX-000027,v1:NEX-000027,케이블 턱 리버스 크런치,cable tuck reverse crunch,bodyweight_reverse_crunch_core_brace_bodyweight,bodyweight_reverse_crunch_core_brace_bodyweight,REX-000013,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000028,v1,v1:NEX-000028,v1:NEX-000028,클로즈그립 푸시업,close-grip push-up,close_grip_push_up_horizontal_push_bodyweight,close_grip_push_up_horizontal_push_bodyweight,REX-000022,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000029,v1,v1:NEX-000029,v1:NEX-000029,크런치 바닥,crunch floor,bodyweight_crunch_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000009,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000030,v1,v1:NEX-000030,v1:NEX-000030,데드 버그,dead bug,dead_bug_core_brace_bodyweight,dead_bug_core_brace_bodyweight,REX-000024,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000031,v1,v1:NEX-000031,v1:NEX-000031,디클라인 크런치,decline crunch,bodyweight_crunch_core_brace_bodyweight,bodyweight_crunch_core_brace_bodyweight,REX-000009,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000032,v1,v1:NEX-000032,v1:NEX-000032,덤벨 데드리프트,dumbbell deadlift,barbell_deadlift_hip_dominant_barbell,barbell_deadlift_hip_dominant_barbell,REX-000004,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000033,v1,v1:NEX-000033,v1:NEX-000033,덤벨 디클라인 슈러그,dumbbell decline shrug v. 2,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000034,v1,v1:NEX-000034,v1:NEX-000034,덤벨 디클라인 슈러그,dumbbell decline shrug,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000035,v1,v1:NEX-000035,v1:NEX-000035,덤벨 프론트 레이즈,dumbbell front raise v. 2,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,REX-000005,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000036,v1,v1:NEX-000036,v1:NEX-000036,덤벨 프론트 레이즈,dumbbell front raise,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,REX-000005,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000037,v1,v1:NEX-000037,v1:NEX-000037,덤벨 인클라인 리어 레터럴 레이즈,dumbbell incline rear lateral raise,dumbbell_rear_fly_isolation_dumbbell,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,REX-000108,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00426,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000038,v1,v1:NEX-000038,v1:NEX-000038,덤벨 인클라인 슈러그,dumbbell incline shrug,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000039,v1,v1:NEX-000039,v1:NEX-000039,덤벨 레터럴 레이즈,dumbbell lateral raise,dumbbell_lateral_raise_isolation_dumbbell,dumbbell_lateral_raise_isolation_dumbbell,REX-000026,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000040,v1,v1:NEX-000040,v1:NEX-000040,덤벨 레터럴 투 프론트 레이즈,dumbbell lateral to front raise,barbell_front_raise_isolation_barbell,dumbbell_lateral_to_front_raise_isolation_dumbbell,REX-000109,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00190,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000041,v1,v1:NEX-000041,v1:NEX-000041,덤벨 런지,dumbbell lunge,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,REX-000010,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000042,v1,v1:NEX-000042,v1:NEX-000042,덤벨 라잉 리어 레터럴 레이즈,dumbbell lying rear lateral raise,dumbbell_rear_fly_isolation_dumbbell,dumbbell_lying_rear_lateral_raise_isolation_dumbbell,REX-000110,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00427,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000043,v1,v1:NEX-000043,v1:NEX-000043,원암 덤벨 숄더 프레스,dumbbell one arm shoulder press v. 2,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,REX-000086,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000044,v1,v1:NEX-000044,v1:NEX-000044,원암 덤벨 숄더 프레스,dumbbell one arm shoulder press,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,REX-000086,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000045,v1,v1:NEX-000045,v1:NEX-000045,덤벨 오버 벤치 리버스 리스트 컬,dumbbell over bench revers wrist curl,reverse_wrist_curl_isolation_barbell,dumbbell_over_bench_revers_wrist_curl_isolation_dumbbell,REX-000111,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00520,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000046,v1,v1:NEX-000046,v1:NEX-000046,덤벨 오버 벤치 리스트 컬,dumbbell over bench wrist curl,wrist_curl_isolation_barbell,wrist_curl_isolation_barbell,REX-000102,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000047,v1,v1:NEX-000047,v1:NEX-000047,덤벨 프리처 컬,dumbbell preacher curl,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,REX-000027,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000048,v1,v1:NEX-000048,v1:NEX-000048,덤벨 리어 플라이,dumbbell rear fly,dumbbell_rear_fly_isolation_dumbbell,dumbbell_rear_fly_isolation_dumbbell,REX-000028,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000049,v1,v1:NEX-000049,v1:NEX-000049,덤벨 레터럴 레이즈,dumbbell rear lateral raise (support head),dumbbell_rear_fly_isolation_dumbbell,dumbbell_rear_lateral_raise_support_head_isolation_dumbbell,REX-000112,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00428,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000050,v1,v1:NEX-000050,v1:NEX-000050,덤벨 레터럴 레이즈,dumbbell rear lateral raise,dumbbell_rear_fly_isolation_dumbbell,dumbbell_rear_lateral_raise_isolation_dumbbell,REX-000113,PROMOTED_SEPARATE_CANONICAL,true,USER_DIRECT_REVIEW,SEPARATE_EXERCISE,ERP-20260827-00429,사람 직접 검수로 기존 alias와 canonical을 분리하고 독립 stable code를 부여,true
V1_ALIAS,NEX-000051,v1,v1:NEX-000051,v1:NEX-000051,덤벨 런지,dumbbell rear lunge,bodyweight_forward_lunge_knee_dominant_bodyweight,bodyweight_forward_lunge_knee_dominant_bodyweight,REX-000010,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000052,v1,v1:NEX-000052,v1:NEX-000052,덤벨 리버스 리스트 컬,dumbbell reverse wrist curl,reverse_wrist_curl_isolation_barbell,reverse_wrist_curl_isolation_barbell,REX-000055,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000053,v1,v1:NEX-000053,v1:NEX-000053,덤벨 시티드 교대 프론트 레이즈,dumbbell seated alternate front raise,barbell_front_raise_isolation_barbell,barbell_front_raise_isolation_barbell,REX-000005,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000054,v1,v1:NEX-000054,v1:NEX-000054,덤벨 시티드 프리처 컬,dumbbell seated preacher curl,dumbbell_preacher_curl_isolation_dumbbell,dumbbell_preacher_curl_isolation_dumbbell,REX-000027,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000055,v1,v1:NEX-000055,v1:NEX-000055,덤벨 시티드 숄더 프레스,dumbbell seated shoulder press (parallel grip),seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,REX-000086,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
V1_ALIAS,NEX-000056,v1,v1:NEX-000056,v1:NEX-000056,덤벨 시티드 숄더 프레스,dumbbell seated shoulder press,seated_shoulder_press_vertical_push_dumbbell,seated_shoulder_press_vertical_push_dumbbell,REX-000086,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000057,v1,v1:NEX-000057,v1:NEX-000057,덤벨 슈러그,dumbbell shrug,dumbbell_shrug_isolation_dumbbell,dumbbell_shrug_isolation_dumbbell,REX-000029,REMOVED_FROM_ACTIVE_COMBINED_AFTER_PRIOR_DEDUP,false,PRIOR_NORMALIZED_NAME_DEDUP,SAME_EXERCISE,,이전 normalized name 동일성 제거 후 legacy mapping 보존,false
V1_ALIAS,NEX-000058,v1,v1:NEX-000058,v1:NEX-000058,덤벨 싱글 레그 카프 레이즈,dumbbell single leg calf raise,bodyweight_standing_calf_raise_isolation_bodyweight,bodyweight_standing_calf_raise_isolation_bodyweight,REX-000016,RETAINED_LEGACY_ALIAS,false,LEGACY_COMPATIBILITY,RETAINED_ALIAS,,legacy alias mapping 유지,true
