representative_exercise_id,stable_code,name_ko,display_name_ko,name_en,training_type_code,primary_movement_pattern_code,body_focus_code,primary_body_area_codes,secondary_body_area_codes,equipment_codes,location_codes,setup_condition_ko,difficulty_code,timing_mode_code,phase_codes,default_seconds_per_rep,default_work_seconds,default_rest_seconds,default_transition_seconds,instruction_summary_ko,form_cues_ko,instruction_content_version,source_track,source_identity,source_key,legacy_source_track,legacy_source_identity,legacy_source_key,source_system,source_record_id,source_name,source_name_en,source_name_ko,source_url,source_author,source_license,source_license_author,license_id,license_name,license_version,license_url,attribution_text,accessed_at,license_review_status,source_media_reference,source_media_id,source_instruction_en,source_instruction_steps_en,source_provenance_status,source_license_status,instruction_identity_status,timing_phase_review_status,review_status_code,review_required,review_required_codes,canonical_decision_code,canonical_decision_note_ko,canonical_decision_source,canonical_status,catalog_version_code,difficulty_status,production_eligible,recovery_eligible,v1_exercise_ids,allowed_experience_level_codes,fitt_mapping_exception_code,fitt_mapping_note,fitt_template_ids_by_experience,mapping_source_exercise_id,record_type
REX-000001,abs_core_brace_core_brace_mat,누워서 복부 수축하기,누워서 복부 수축하기,,STRENGTH,CORE_BRACE,CORE,"[""ABDOMEN""]","[""LOWER_BACK""]","[""MAT""]","[""HOME""]",,BEGINNER,DURATION,"[""MAIN""]",,30,90,15,복부 브레이싱 운동은 몸통을 유지하며 몸통 주변에 힘을 쓰는 운동입니다.,"[""안내된 시작 자세를 안정적으로 잡는다."",""배 주변에 가볍게 힘을 주고 숨을 쉰다."",""몸통이 흔들리지 않는 범위에서 팔이나 다리를 움직인다."",""천천히 시작 자세로 돌아온다.""]",representative-content-v0.1.0,kspo,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,kspo:9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,,,,kspo,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,누워서 배가로근 수축1,,누워서 배가로근 수축1,https://www.data.go.kr/data/15108846/openapi.do,서울올림픽기념국민체육진흥공단,KOGL_TYPE_1,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,KOGL_TYPE_1,공공누리 제1유형,1,https://www.kogl.or.kr/info/license.do,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,REVIEW_REQUIRED,REVIEW_REQUIRED,file:0AUDLJ08S_00234.mp4;frames:6,9cbed9e85b778b40b4786394c774c081fcfb39e3cf13df612476c9d0bf56c9e7,,,RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000079,seated_cable_row_horizontal_pull_cable_machine,시티드 케이블 로우,시티드 케이블 로우,cable seated row,STRENGTH,HORIZONTAL_PULL,BACK,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]","[""CABLE_MACHINE""]","[""GYM""]",,INTERMEDIATE,REPS,"[""MAIN""]",4,,90,15,시티드 케이블 로우 운동은 팔꿈치를 뒤로 보내며 등을 사용하는 운동입니다.,"[""가슴을 편안히 열고 손잡이나 기구를 잡는다."",""어깨를 끌어올리지 않고 팔꿈치를 뒤로 보낸다."",""손잡이를 몸 가까이 가져온 뒤 잠시 멈춘다."",""팔을 천천히 펴며 처음 위치로 돌아온다.""]",representative-content-v0.1.0,gymvisual,0861,gymvisual:0861,,,,gymvisual,0861,cable seated row,cable seated row,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0861-fUBheHs.jpg;gif:videos/0861-fUBheHs.gif,fUBheHs,"Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent. Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed. Pull the handles towards your body, squeezing your shoulder blades together. Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position. Repeat for the desired number of repetitions.","[""Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent."", ""Grasp the handles with an overhand grip, keeping your back straight and your shoulders relaxed."", ""Pull the handles towards your body, squeezing your shoulder blades together."", ""Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000080,seated_calf_raise_isolation_barbell,시티드 카프 레이즈,시티드 카프 레이즈,barbell seated calf raise,STRENGTH,ISOLATION,CALVES,"[""ANKLE_FOOT""]","[""KNEE""]","[""BARBELL""]","[""GYM""]",안정적인 지지물(벤치 또는 의자 등)을 준비한다.,BEGINNER,REPS,"[""MAIN""]",4,,90,15,시티드 카프 레이즈 운동은 다른 부위의 움직임을 줄이고 종아리를 집중해 사용하는 운동입니다.,"[""시작 자세와 기구를 안정적으로 준비한다."",""안내된 부위를 중심으로 천천히 움직인다."",""끝 범위에서 힘을 잠시 유지한다."",""반동 없이 시작 자세로 돌아온다.""]",representative-content-v0.1.0,gymvisual,0088,gymvisual:0088,,,,gymvisual,0088,barbell seated calf raise,barbell seated calf raise,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0088-ktsFQAZ.jpg;gif:videos/0088-ktsFQAZ.gif,ktsFQAZ,"Sit on a bench with your feet flat on the floor and a barbell resting on your thighs. Place the balls of your feet on a raised platform, such as a block or step. Position the barbell across your thighs and hold it securely with your hands. Keeping your back straight and your core engaged, lift your heels off the ground by extending your ankles. Pause for a moment at the top, then slowly lower your heels back down to the starting position. Repeat for the desired number of repetitions.","[""Sit on a bench with your feet flat on the floor and a barbell resting on your thighs."", ""Place the balls of your feet on a raised platform, such as a block or step."", ""Position the barbell across your thighs and hold it securely with your hands."", ""Keeping your back straight and your core engaged, lift your heels off the ground by extending your ankles."", ""Pause for a moment at the top, then slowly lower your heels back down to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000081,seated_calf_stretch_mobility_stretch_bodyweight,앉아서 종아리 스트레칭,앉아서 종아리 스트레칭,seated calf stretch (male),MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""ANKLE_FOOT""]","[""KNEE""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,앉아서 종아리 스트레칭 운동은 발목과 발 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1390,gymvisual:1390,,,,gymvisual,1390,seated calf stretch (male),seated calf stretch (male),,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1390-17bqEXD.jpg;gif:videos/1390-17bqEXD.gif,17bqEXD,"Sit on the edge of a chair or bench with your feet flat on the ground. Extend one leg straight out in front of you, keeping your heel on the ground. Lean forward slightly, feeling a stretch in your calf muscle. Hold the stretch for 20-30 seconds. Switch legs and repeat the stretch.","[""Sit on the edge of a chair or bench with your feet flat on the ground."", ""Extend one leg straight out in front of you, keeping your heel on the ground."", ""Lean forward slightly, feeling a stretch in your calf muscle."", ""Hold the stretch for 20-30 seconds."", ""Switch legs and repeat the stretch.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000082,seated_glute_stretch_mobility_stretch_bodyweight,앉아서 둔근 스트레칭,앉아서 둔근 스트레칭,seated glute stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""HIP""]","[""KNEE""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,앉아서 둔근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1424,gymvisual:1424,,,,gymvisual,1424,seated glute stretch,seated glute stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1424-DeDThfG.jpg;gif:videos/1424-DeDThfG.gif,DeDThfG,"Sit on the ground with your legs extended in front of you. Bend your right knee and cross your right ankle over your left thigh. Place your right hand on the ground behind you for support. With your left hand, gently press down on your right knee to deepen the stretch. Hold the stretch for 30 seconds to 1 minute. Switch sides and repeat.","[""Sit on the ground with your legs extended in front of you."", ""Bend your right knee and cross your right ankle over your left thigh."", ""Place your right hand on the ground behind you for support."", ""With your left hand, gently press down on your right knee to deepen the stretch."", ""Hold the stretch for 30 seconds to 1 minute."", ""Switch sides and repeat.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000083,seated_leg_curl_knee_flexion_machine,레그 컬,레그 컬,lever seated leg curl,STRENGTH,KNEE_FLEXION,HAMSTRINGS,"[""KNEE""]","[""HIP""]","[""MACHINE""]","[""GYM""]",,BEGINNER,REPS,"[""MAIN""]",4,,90,15,레그 컬 운동은 다리를 굽혔다 펴며 허벅지 뒤쪽을 사용하는 운동입니다.,"[""기구에 앉아 몸과 기구의 위치를 맞춘다."",""다리를 천천히 굽힌다."",""조절할 수 있는 범위에서 잠시 멈춘다."",""천천히 다리를 되돌린다.""]",representative-content-v0.1.0,gymvisual,0599,gymvisual:0599,,,,gymvisual,0599,lever seated leg curl,lever seated leg curl,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0599-Zg3XY7P.jpg;gif:videos/0599-Zg3XY7P.gif,Zg3XY7P,"Adjust the machine to fit your body and sit on it with your back against the backrest. Place your lower legs under the padded lever, just above your ankles. Grasp the handles on the sides of the machine for support. Keeping your upper legs stationary, exhale and curl your legs up as far as possible. Hold the contracted position for a brief pause as you squeeze your hamstrings. Inhale and slowly lower the lever back to the starting position. Repeat for the desired number of repetitions.","[""Adjust the machine to fit your body and sit on it with your back against the backrest."", ""Place your lower legs under the padded lever, just above your ankles."", ""Grasp the handles on the sides of the machine for support."", ""Keeping your upper legs stationary, exhale and curl your legs up as far as possible."", ""Hold the contracted position for a brief pause as you squeeze your hamstrings."", ""Inhale and slowly lower the lever back to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000084,seated_lower_back_stretch_mobility_stretch_bodyweight,앉아서 허리 스트레칭,앉아서 허리 스트레칭,seated lower back stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""LOWER_BACK""]","[""UPPER_BACK"",""ABDOMEN""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,앉아서 허리 스트레칭 운동은 허리 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,0690,gymvisual:0690,,,,gymvisual,0690,seated lower back stretch,seated lower back stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0690-QFmz6ch.jpg;gif:videos/0690-QFmz6ch.gif,QFmz6ch,"Sit on the edge of a chair with your feet flat on the ground. Place your hands on your thighs or on the sides of the chair for support. Slowly lean forward from your hips, keeping your back straight. Feel the stretch in your lower back and hold for 20-30 seconds. Slowly return to the starting position and repeat for the desired number of repetitions.","[""Sit on the edge of a chair with your feet flat on the ground."", ""Place your hands on your thighs or on the sides of the chair for support."", ""Slowly lean forward from your hips, keeping your back straight."", ""Feel the stretch in your lower back and hold for 20-30 seconds."", ""Slowly return to the starting position and repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000085,seated_piriformis_stretch_mobility_stretch_bodyweight,앉아서 이상근 스트레칭,앉아서 이상근 스트레칭,seated piriformis stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""HIP""]","[""KNEE""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,앉아서 이상근 스트레칭 운동은 고관절 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,2567,gymvisual:2567,,,,gymvisual,2567,seated piriformis stretch,seated piriformis stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/2567-QY39eBr.jpg;gif:videos/2567-QY39eBr.gif,QY39eBr,"Sit on the ground with your legs extended in front of you. Bend your right knee and place your right foot on the outside of your left knee. Place your left elbow on the outside of your right knee and gently twist your torso to the right. Hold the stretch for 20-30 seconds, then switch sides and repeat.","[""Sit on the ground with your legs extended in front of you."", ""Bend your right knee and place your right foot on the outside of your left knee."", ""Place your left elbow on the outside of your right knee and gently twist your torso to the right."", ""Hold the stretch for 20-30 seconds, then switch sides and repeat.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000086,seated_shoulder_press_vertical_push_dumbbell,숄더 프레스,숄더 프레스,dumbbell seated shoulder press,STRENGTH,VERTICAL_PUSH,SHOULDERS,"[""SHOULDER""]","[""ELBOW""]","[""DUMBBELL""]","[""HOME"",""GYM""]",,INTERMEDIATE,REPS,"[""MAIN""]",4,,90,15,숄더 프레스 운동은 팔을 위로 밀어 어깨를 사용하는 운동입니다.,"[""등과 발 또는 엉덩이를 안정적으로 둔다."",""손잡이나 기구를 어깨 가까이에 준비한다."",""허리를 꺾지 않고 편한 범위에서 위로 밀어낸다."",""천천히 시작 위치로 내려온다.""]",representative-content-v0.1.0,gymvisual,0405,gymvisual:0405,,,,gymvisual,0405,dumbbell seated shoulder press,dumbbell seated shoulder press,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0405-znQUdHY.jpg;gif:videos/0405-znQUdHY.gif,znQUdHY,"Sit on a bench with a dumbbell in each hand, resting on your thighs. Raise the dumbbells to shoulder height, palms facing forward. Press the dumbbells upward until your arms are fully extended overhead. Pause for a moment at the top, then slowly lower the dumbbells back to shoulder height. Repeat for the desired number of repetitions.","[""Sit on a bench with a dumbbell in each hand, resting on your thighs."", ""Raise the dumbbells to shoulder height, palms facing forward."", ""Press the dumbbells upward until your arms are fully extended overhead."", ""Pause for a moment at the top, then slowly lower the dumbbells back to shoulder height."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,False,[],,,,,,
REX-000087,seated_wide_angle_stretch_mobility_stretch_bodyweight,시티드 와이드 앵글 스트레칭,시티드 와이드 앵글 스트레칭,seated wide angle pose sequence,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""HIP"",""KNEE""]",[],"[""BODYWEIGHT""]","[""HOME"",""GYM""]",,INTERMEDIATE,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,시티드 와이드 앵글 스트레칭 운동은 고관절·무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,1587,gymvisual:1587,,,,gymvisual,1587,seated wide angle pose sequence,seated wide angle pose sequence,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/1587-HIgYKAB.jpg;gif:videos/1587-HIgYKAB.gif,HIgYKAB,"Sit on the ground with your legs extended in a wide angle. Flex your feet and engage your quadriceps. Place your hands on the ground behind you for support. Keeping your back straight, lean forward from your hips. Continue leaning forward until you feel a stretch in your hamstrings. Hold this position for a few breaths. Slowly release the stretch and return to the starting position. Repeat for the desired number of repetitions.","[""Sit on the ground with your legs extended in a wide angle."", ""Flex your feet and engage your quadriceps."", ""Place your hands on the ground behind you for support."", ""Keeping your back straight, lean forward from your hips."", ""Continue leaning forward until you feel a stretch in your hamstrings."", ""Hold this position for a few breaths."", ""Slowly release the stretch and return to the starting position."", ""Repeat for the desired number of repetitions.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000088,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,옆으로 누워 대퇴사두근 스트레칭,옆으로 누워 대퇴사두근 스트레칭,lying (side) quads stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""KNEE""]","[""HIP""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,옆으로 누워 대퇴사두근 스트레칭 운동은 무릎 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,0613,gymvisual:0613,,,,gymvisual,0613,lying (side) quads stretch,lying (side) quads stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0613-BWnJR72.jpg;gif:videos/0613-BWnJR72.gif,BWnJR72,Lie on your side with your legs straight. Bend your top leg and grab your ankle or foot with your hand. Gently pull your ankle or foot towards your glutes until you feel a stretch in your quads. Hold the stretch for 20-30 seconds. Release the stretch and repeat on the other side.,"[""Lie on your side with your legs straight."", ""Bend your top leg and grab your ankle or foot with your hand."", ""Gently pull your ankle or foot towards your glutes until you feel a stretch in your quads."", ""Hold the stretch for 20-30 seconds."", ""Release the stretch and repeat on the other side.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
REX-000089,side_wrist_pull_stretch_mobility_stretch_bodyweight,손목 당기기 스트레칭,손목 당기기 스트레칭,side wrist pull stretch,MOBILITY,MOBILITY_STRETCH,MOBILITY,"[""WRIST_HAND""]","[""ELBOW""]","[""BODYWEIGHT""]","[""HOME"",""GYM""]",,BEGINNER,DURATION,"[""WARMUP"",""COOLDOWN""]",,30,30,15,손목 당기기 스트레칭 운동은 손목과 손 주변을 천천히 움직이며 범위를 확인하는 스트레칭입니다.,"[""편안한 시작 자세를 잡고 주변 공간을 확인한다."",""숨을 고르게 쉬며 안내된 방향으로 천천히 움직인다."",""당김이 느껴지는 범위에서 잠시 멈춘다."",""반동 없이 시작 자세로 천천히 돌아온다.""]",representative-content-v0.1.0,gymvisual,0721,gymvisual:0721,,,,gymvisual,0721,side wrist pull stretch,side wrist pull stretch,,https://github.com/hasaneyldrm/exercises-dataset,Aliaksandr Makatserchyk / Gym visual,MIT,© Gym visual — https://gymvisual.com/,MIT,MIT License,REVIEW_REQUIRED,https://opensource.org/license/mit/,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,2026-08-20T00:00:00+09:00,PARTIALLY_REVIEWED,image:images/0721-UtmIqcI.jpg;gif:videos/0721-UtmIqcI.gif,UtmIqcI,"Stand with your feet shoulder-width apart and your arms extended in front of you. Extend your right arm out to the side, parallel to the ground, with your palm facing down. With your left hand, grab your right hand and gently pull it towards your body, feeling a stretch in your right forearm. Hold the stretch for 15-30 seconds, then release. Repeat on the other side.","[""Stand with your feet shoulder-width apart and your arms extended in front of you."", ""Extend your right arm out to the side, parallel to the ground, with your palm facing down."", ""With your left hand, grab your right hand and gently pull it towards your body, feeling a stretch in your right forearm."", ""Hold the stretch for 15-30 seconds, then release."", ""Repeat on the other side.""]",RESOLVED_INTEGRATED_SOURCE,REVIEW_REQUIRED,CONTENT_PRESENT_REVIEWED_ARTIFACT,APPROVED_FROM_POLICY,DOMAIN_APPROVED,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,APPROVED,False,True,[],,,,,,
