representative_group_key,representative_exercise_id,stable_code,representative_role,representative_selection_basis,display_name_before,display_name_after,identity_decision_code,identity_review_status,identity_review_codes,location_codes,home_default_recommendation,gym_default_recommendation,representative_location_separation,review_required
canonical:hip_adduction_isolation_stability_ball,REX-000063,hip_adduction_isolation_stability_ball,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,앉아서 짐볼 조이기,앉아서 짐볼 조이기,IDENTITY_RETAINED,RETAINED,[],"[""HOME""]",ELIGIBLE,NOT_ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:hip_flexion_isolation_bodyweight_rex_000064,REX-000064,hip_flexion_isolation_bodyweight_rex_000064,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,앉아서 고관절 굴곡,앉아서 고관절 굴곡,IDENTITY_RETAINED,RETAINED,[],"[""HOME""]",ELIGIBLE,NOT_ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cardio_gait_bodyweight_rex_000065,REX-000065,cardio_gait_bodyweight_rex_000065,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,짧은 보폭 달리기,짧은 보폭 달리기,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:mobility_balance_bodyweight,REX-000066,mobility_balance_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,한발 서기 균형,한발 서기 균형,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cardio_cycling_stationary_bike,REX-000067,cardio_cycling_stationary_bike,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,실내 자전거,실내 자전거,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cardio_gait_step_box,REX-000068,cardio_gait_step_box,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,스텝박스 오르내리기,스텝박스 오르내리기,IDENTITY_RETAINED,RETAINED,[],"[""HOME""]",ELIGIBLE,NOT_ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:leg_press_knee_dominant_resistance_band,REX-000069,leg_press_knee_dominant_resistance_band,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,누워서 밴드 레그 프레스,누워서 밴드 레그 프레스,IDENTITY_RETAINED,RETAINED,[],"[""HOME""]",ELIGIBLE,NOT_ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cardio_gait_machine,REX-000070,cardio_gait_machine,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,경사 트레드밀 걷기,경사 트레드밀 걷기,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cardio_gait_machine_rex_000071,REX-000071,cardio_gait_machine_rex_000071,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,스텝밀,스텝밀,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cardio_elliptical_elliptical_machine,REX-000072,cardio_elliptical_elliptical_machine,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,일립티컬,일립티컬,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:roller_back_stretch_mobility_stretch_foam_roller,REX-000073,roller_back_stretch_mobility_stretch_foam_roller,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,롤러 등 스트레칭,롤러 등 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:roller_hip_stretch_mobility_stretch_foam_roller,REX-000074,roller_hip_stretch_mobility_stretch_foam_roller,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,롤러 둔근 스트레칭,롤러 둔근 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:rotation_variant_core_brace_cable_machine,REX-000075,rotation_variant_core_brace_cable_machine,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,회전형 크런치,회전형 크런치,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:row_variant_horizontal_pull_cable_machine,REX-000076,row_variant_horizontal_pull_cable_machine,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,로우,로우,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:runners_stretch_mobility_stretch_bodyweight,REX-000077,runners_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,러너스 스트레칭,러너스 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,REX-000078,scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,스캐풀라 풀업,스캐풀라 풀업,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_cable_row_horizontal_pull_cable_machine,REX-000079,seated_cable_row_horizontal_pull_cable_machine,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,시티드 케이블 로우,시티드 케이블 로우,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_calf_raise_isolation_barbell,REX-000080,seated_calf_raise_isolation_barbell,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,시티드 카프 레이즈,시티드 카프 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_calf_stretch_mobility_stretch_bodyweight,REX-000081,seated_calf_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,앉아서 종아리 스트레칭,앉아서 종아리 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_glute_stretch_mobility_stretch_bodyweight,REX-000082,seated_glute_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,앉아서 둔근 스트레칭,앉아서 둔근 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_leg_curl_knee_flexion_machine,REX-000083,seated_leg_curl_knee_flexion_machine,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,레그 컬,레그 컬,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_lower_back_stretch_mobility_stretch_bodyweight,REX-000084,seated_lower_back_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,앉아서 허리 스트레칭,앉아서 허리 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_piriformis_stretch_mobility_stretch_bodyweight,REX-000085,seated_piriformis_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,앉아서 이상근 스트레칭,앉아서 이상근 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_shoulder_press_vertical_push_dumbbell,REX-000086,seated_shoulder_press_vertical_push_dumbbell,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,숄더 프레스,숄더 프레스,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:seated_wide_angle_stretch_mobility_stretch_bodyweight,REX-000087,seated_wide_angle_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,시티드 와이드 앵글 스트레칭,시티드 와이드 앵글 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:side_lying_quadriceps_stretch_mobility_stretch_bodyweight,REX-000088,side_lying_quadriceps_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,옆으로 누워 대퇴사두근 스트레칭,옆으로 누워 대퇴사두근 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:side_wrist_pull_stretch_mobility_stretch_bodyweight,REX-000089,side_wrist_pull_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,손목 당기기 스트레칭,손목 당기기 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:spine_core_brace_core_brace_mat,REX-000090,spine_core_brace_core_brace_mat,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,버드독,버드독,IDENTITY_RETAINED,RETAINED,[],"[""HOME""]",ELIGIBLE,NOT_ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:spine_stretch_mobility_stretch_bodyweight,REX-000091,spine_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,척추 스트레칭,척추 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:spine_twist_mobility_stretch_bodyweight,REX-000092,spine_twist_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,척추 비틀기,척추 비틀기,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:squat_variant_knee_dominant_barbell,REX-000093,squat_variant_knee_dominant_barbell,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,스쿼트,스쿼트,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,REX-000094,standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,스트랩 햄스트링·종아리 스트레칭,스트랩 햄스트링·종아리 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:standing_lateral_stretch_mobility_stretch_bodyweight,REX-000095,standing_lateral_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,서서 옆구리 스트레칭,서서 옆구리 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:triceps_stretch_mobility_stretch_bodyweight,REX-000096,triceps_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,삼두근 스트레칭,삼두근 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:upper_back_isolation_isolation_resistance_band,REX-000097,upper_back_isolation_isolation_resistance_band,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,시티드 밴드 풀어파트,시티드 밴드 풀어파트,IDENTITY_RETAINED,RETAINED,[],"[""HOME""]",ELIGIBLE,NOT_ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:upper_back_stretch_mobility_stretch_bodyweight,REX-000098,upper_back_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,상부 등 스트레칭,상부 등 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:wall_calf_stretch_mobility_stretch_bodyweight,REX-000099,wall_calf_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,벽 짚고 종아리 스트레칭,벽 짚고 종아리 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:world_greatest_stretch_mobility_stretch_bodyweight,REX-000100,world_greatest_stretch_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,월드 그레이티스트 스트레칭,월드 그레이티스트 스트레칭,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:wrist_circles_mobility_stretch_bodyweight,REX-000101,wrist_circles_mobility_stretch_bodyweight,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,손목 돌리기,손목 돌리기,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:wrist_curl_isolation_barbell,REX-000102,wrist_curl_isolation_barbell,CANONICAL_REPRESENTATIVE,EXISTING_CANONICAL_REPRESENTATIVE_RETAINED,리스트 컬,리스트 컬,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:barbell_decline_bent_arm_pullover_isolation_barbell,REX-000103,barbell_decline_bent_arm_pullover_isolation_barbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,바벨 디클라인 벤트 암 풀오버,바벨 디클라인 벤트 암 풀오버,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cable_incline_fly_on_stability_ball_isolation_stability_ball,REX-000104,cable_incline_fly_on_stability_ball_isolation_stability_ball,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,케이블 인클라인 플라이(메디신볼),케이블 인클라인 플라이(짐볼),LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,REX-000106,cable_reverse_grip_straight_back_seated_high_row_isolation_cable_machine,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,케이블 리버스-그립 스트레이트 등 시티드 하이 로우,케이블 리버스-그립 스트레이트 등 시티드 하이 로우,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_incline_rear_lateral_raise_isolation_dumbbell,REX-000108,dumbbell_incline_rear_lateral_raise_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 인클라인 리어 레터럴 레이즈,덤벨 인클라인 리어 레터럴 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_lateral_to_front_raise_isolation_dumbbell,REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 레터럴 투 프론트 레이즈,덤벨 레터럴 투 프론트 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_lying_rear_lateral_raise_isolation_dumbbell,REX-000110,dumbbell_lying_rear_lateral_raise_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 라잉 리어 레터럴 레이즈,덤벨 라잉 리어 레터럴 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_over_bench_revers_wrist_curl_isolation_dumbbell,REX-000111,dumbbell_over_bench_revers_wrist_curl_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 오버 벤치 리버스 리스트 컬,덤벨 오버 벤치 리버스 리스트 컬,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_rear_lateral_raise_support_head_isolation_dumbbell,REX-000112,dumbbell_rear_lateral_raise_support_head_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 레터럴 레이즈,덤벨 리어 레터럴 레이즈(머리 지지),LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:dumbbell_rear_lateral_raise_isolation_dumbbell,REX-000113,dumbbell_rear_lateral_raise_isolation_dumbbell,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,덤벨 레터럴 레이즈,덤벨 리어 레터럴 레이즈,LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:inverse_leg_curl_bench_support_isolation_bodyweight,REX-000114,inverse_leg_curl_bench_support_isolation_bodyweight,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,인버스 레그 컬,인버스 레그 컬(벤치 지지),LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:inverted_row_with_straps_isolation_stretch_strap,REX-000115,inverted_row_with_straps_isolation_stretch_strap,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,인버티드 로우(스트랩),인버티드 로우(스트랩),IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:self_assisted_inverse_leg_curl_on_floor_isolation_bodyweight,REX-000117,self_assisted_inverse_leg_curl_on_floor_isolation_bodyweight,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,인버스 레그 컬(바닥),인버스 레그 컬(바닥),IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:self_assisted_inverse_leg_curl_isolation_bodyweight,REX-000118,self_assisted_inverse_leg_curl_isolation_bodyweight,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,인버스 레그 컬,셀프 어시스트 인버스 레그 컬,LABEL_REFINED,REFINED_APPLIED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED""]","[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:smith_reverse_calf_raises_isolation_machine,REX-000119,smith_reverse_calf_raises_isolation_machine,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,스미스 리버스 카프 레이즈,스미스 리버스 카프 레이즈,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:weighted_russian_twist_legs_up_isolation_household_weight,REX-000120,weighted_russian_twist_legs_up_isolation_household_weight,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,중량 러시안 트위스트(레그 업),중량 러시안 트위스트(레그 업),IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:bicycle_crunch_core_brace_bodyweight,REX-000121,bicycle_crunch_core_brace_bodyweight,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,밴드 바이시클 크런치,바이시클 크런치,LABEL_REFINED,REVIEW_REQUIRED,"[""DISPLAY_NAME_VARIANT_DESCRIPTOR_REVIEWED"",""SOURCE_MEDIA_EQUIPMENT_IDENTITY_REVIEW_REQUIRED""]","[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,True
canonical:band_kneeling_twisting_crunch_isolation_resistance_band,REX-000122,band_kneeling_twisting_crunch_isolation_resistance_band,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,밴드 니링 트위스트 크런치,밴드 니링 트위스트 크런치,IDENTITY_RETAINED,RETAINED,[],"[""HOME"",""GYM""]",ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
canonical:cable_one_arm_decline_chest_fly_isolation_cable_machine,REX-000123,cable_one_arm_decline_chest_fly_isolation_cable_machine,CANONICAL_REPRESENTATIVE,SEPARATE_EXERCISE_HUMAN_REVIEW_PROMOTED,케이블 원암 디클라인 체스트 플라이,케이블 원암 디클라인 체스트 플라이,IDENTITY_RETAINED,RETAINED,[],"[""GYM""]",NOT_ELIGIBLE,ELIGIBLE,LOCATION_DEFAULT_IS_SEPARATE_FROM_REPRESENTATIVE_IDENTITY,False
