exercise_id,stable_code,representative_exercise_id,variant_type_code,safety_mapping_status_code,safety_mapping_source_representative_exercise_id,safety_rule_binding_status_code,fitt_mapping_status_code,fitt_mapping_source_representative_exercise_id,fitt_template_ids_by_experience,review_status_code,production_eligible,binding_source_exercise_id,binding_match_method,fitt_template_resolution_codes,materialization_version
DVAR-AC2A0EE066A11173,wrist_circles_mobility_stretch_bodyweight__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000127,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-B2924F279D12A89F,dynamic_chest_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000108,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-B7D200EC585E724E,runners_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000136,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-B8ECEA0A65C9CA22,hamstring_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000130,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-C5F648AFAEA2196E,peroneal_stretch_mobility_stretch_stretch_strap__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000123,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-C71E6316733CB362,seated_calf_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000124,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-CA1B072FBE998AD5,neck_lateral_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000083,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-D58F02F81420FBED,barbell_front_raise_isolation_barbell__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000004,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-DB658A7F33902A25,wall_calf_stretch_mobility_stretch_bodyweight__upper_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000119,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-E6D026C8937BBCE6,side_wrist_pull_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000084,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-EA075728B904B48B,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__neck_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000072,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-EB514FBF13F9433D,dumbbell_shrug_isolation_dumbbell__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000057,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-EBD1C36964A0A133,hamstring_stretch_mobility_stretch_bodyweight__shoulder_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000130,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-EC243CDB7A0537D3,bodyweight_standing_calf_raise_isolation_bodyweight__abdomen_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000058,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-ED6FA4BC14919A64,wall_calf_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000119,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-F21D725050DC276C,triceps_stretch_mobility_stretch_bodyweight__hip_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000089,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-F301899E2C8978E9,side_lying_quadriceps_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000072,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-FA12EFDF98D0EBA8,chest_front_shoulder_stretch_mobility_stretch_bodyweight__lower_back_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000110,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-FAB7479B08EBDD54,dumbbell_shrug_isolation_dumbbell__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000057,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
DVAR-FB90D94DF9793384,neck_lateral_stretch_mobility_stretch_bodyweight__knee_no_load_safe_v1,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000083,BASE_EXERCISE_NEX_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
REX-000109,dumbbell_lateral_to_front_raise_isolation_dumbbell,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000040,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
REX-000119,smith_reverse_calf_raises_isolation_machine,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000085,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
REX-000124,band_two_legs_calf_raise_band_under_both_legs_v_2_isolation_resistance_band,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000117,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
REX-000125,one_leg_donkey_calf_raise_isolation_bodyweight,,,DOMAIN_APPROVED,,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000121,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000004,dumbbell_front_raise_v_2_isolation_dumbbell,REX-000005,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000005,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000005,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000035,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000005,dumbbell_front_raise_isolation_dumbbell,REX-000005,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000005,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000005,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000035,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000006,dumbbell_seated_alternate_front_raise_isolation_dumbbell,REX-000005,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000005,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000005,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000053,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000007,band_front_raise_isolation_resistance_band,REX-000005,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000005,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000005,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000098,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000026,dumbbell_single_leg_calf_raise_isolation_dumbbell,REX-000016,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000016,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000016,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000058,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000027,band_single_leg_calf_raise_isolation_resistance_band,REX-000016,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000016,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000016,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000102,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000028,one_leg_floor_calf_raise_isolation_bodyweight,REX-000016,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000016,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000016,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000122,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000037,cable_shrug_isolation_cable_machine,REX-000029,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000029,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000029,"{""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000025,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000038,dumbbell_decline_shrug_v_2_isolation_dumbbell,REX-000029,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000029,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000029,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000033,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000039,dumbbell_decline_shrug_isolation_dumbbell,REX-000029,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000029,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000029,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000033,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000040,dumbbell_incline_shrug_isolation_dumbbell,REX-000029,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000029,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000029,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000038,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000041,band_shrug_isolation_resistance_band,REX-000029,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000029,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000029,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000106,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000045,side_push_neck_stretch_mobility_stretch_bodyweight,REX-000045,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000045,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000045,"{""BEGINNER"": ""FITT-MOBILITY-V1"", ""INTERMEDIATE"": ""FITT-MOBILITY-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000083,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000054,lever_seated_calf_raise_isolation_machine,REX-000080,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000080,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000080,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000070,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
VEX-000055,dumbbell_seated_calf_raise_isolation_dumbbell,REX-000080,PRIMARY_VARIANT,DOMAIN_APPROVED,REX-000080,BOUND_INDEPENDENT_SOURCE,DOMAIN_APPROVED,REX-000080,"{""BEGINNER"": ""FITT-ISOLATION-STRENGTH-V1"", ""INTERMEDIATE"": ""FITT-ISOLATION-STRENGTH-INTERMEDIATE-V1""}",DOMAIN_APPROVED,False,NEX-000120,NAME_MATCH,{},v2.0.2-independent-bindings-source-match-v1.0.0
