source_exercise_id,source_exercise_name,alternative_exercise_id,alternative_exercise_name,alternative_type,goal_code,goal_match,movement_pattern_match,source_met_value,alternative_met_value,met_difference,difficulty_difference,reason,trigger_condition,direction,confidence,evidence_basis,review_status,production_eligible
NEX-000032,dumbbell deadlift,NEX-000107,band straight back stiff leg deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000004->REX-000007; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000045,dumbbell over bench revers wrist curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000055->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000045,dumbbell over bench revers wrist curl,NEX-000105,band wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000055->REX-000102; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000046,dumbbell over bench wrist curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000102->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000046,dumbbell over bench wrist curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000102->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000047,dumbbell preacher curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000027->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000047,dumbbell preacher curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000027->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000052,dumbbell reverse wrist curl,NEX-000105,band wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000055->REX-000102; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000054,dumbbell seated preacher curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000027->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000054,dumbbell seated preacher curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000027->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000058,dumbbell single leg calf raise,NEX-000103,band single leg reverse calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000016->REX-000054; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000059,dumbbell standing biceps curl,NEX-000100,band reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL, source_difficulty=BEGINNER; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000030->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000059,dumbbell standing biceps curl,NEX-000105,band wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL, source_difficulty=BEGINNER; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000030->REX-000102; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000060,dumbbell standing preacher curl,NEX-000052,dumbbell reverse wrist curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000027->REX-000055; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000060,dumbbell standing preacher curl,NEX-000059,dumbbell standing biceps curl,CONSTRAINT,ISOLATION_ELBOW_FLEXION,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=DUMBBELL|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000027->REX-000030; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000061,dumbbell stiff leg deadlift,NEX-000162,low glute bridge on floor,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000007->REX-000011; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000062,dumbbell straight leg deadlift,NEX-000162,low glute bridge on floor,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=DUMBBELL, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000007->REX-000011; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000063,front plank with twist,NEX-000112,lower back curl,RECOVERY,CORE_STABILITY,true,true,3.8,2.8,-1.0,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=BODYWEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000051->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000064,hyperextension,NEX-000192,kettlebell sumo deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=BODYWEIGHT|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=KETTLEBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000008->REX-000004; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000064,hyperextension,NEX-000193,Dumbbell Romanian Deadlift,CONSTRAINT,POSTERIOR_CHAIN_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HIP_DOMINANT, source_equipment=BODYWEIGHT|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HIP_DOMINANT, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000008->REX-000007; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000066,inverted row with straps,NEX-000184,Dumbbell rear delt row,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=BODYWEIGHT|SUSPENSION_STRAPS, source_difficulty=REVIEW_REQUIRED; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000038->REX-000076; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
NEX-000070,lever seated calf raise,NEX-000058,dumbbell single leg calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000070,lever seated calf raise,NEX-000117,band two legs calf raise - (band under both legs),CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE|BENCH, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=RESISTANCE_BAND, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000080->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000076,run,NEX-000170,walking on incline treadmill,RECOVERY,CARDIO_ENDURANCE,true,true,7.5,5.3,-2.2,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=MACHINE, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000062->REX-000070; MET_mapping=APPROVED(7.5->5.3)",APPROVED,false
NEX-000076,run,NEX-000171,back and forth step,RECOVERY,CARDIO_ENDURANCE,true,true,7.5,3.8,-3.7,0,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=GAIT, source_equipment=BODYWEIGHT, source_difficulty=BEGINNER; alternative_pattern=GAIT, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000062->REX-000056; MET_mapping=APPROVED(7.5->3.8)",APPROVED,false
NEX-000077,russian twist,NEX-000094,reverse crunch,RECOVERY,CORE_STABILITY,true,true,5.0,3.0,-2.0,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=BODYWEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000014->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000077,russian twist,NEX-000112,lower back curl,RECOVERY,CORE_STABILITY,true,true,5.0,2.8,-2.2,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=BODYWEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000014->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000078,scapular pull-up,NEX-000020,cable pulldown,INTENSITY,VERTICAL_PULL_STRENGTH,true,true,6.5,5.0,-1.5,-1,운동 목적과 movement pattern을 유지하되 난이도와 MET가 낮은 운동으로 조절한다.,초보자·수행 실패 가능성·현재 체력 부족,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=VERTICAL_PULL, source_equipment=BODYWEIGHT|PULL_UP_BAR, source_difficulty=INTERMEDIATE; alternative_pattern=VERTICAL_PULL, alternative_equipment=CABLE_MACHINE, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000078->REX-000040; MET_mapping=APPROVED(6.5->5.0)",APPROVED,false
NEX-000078,scapular pull-up,NEX-000189,1-Arm Half-Kneeling Lat Pulldown,RECOVERY,VERTICAL_PULL_STRENGTH,true,true,6.5,5.0,-1.5,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=VERTICAL_PULL, source_equipment=BODYWEIGHT|PULL_UP_BAR, source_difficulty=INTERMEDIATE; alternative_pattern=VERTICAL_PULL, alternative_equipment=CABLE_MACHINE, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000078->REX-000040; MET_mapping=APPROVED(6.5->5.0)",APPROVED,false
NEX-000078,scapular pull-up,NEX-000190,Neutral Grip Lat Pulldown,RECOVERY,VERTICAL_PULL_STRENGTH,true,true,6.5,5.0,-1.5,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=VERTICAL_PULL, source_equipment=BODYWEIGHT|PULL_UP_BAR, source_difficulty=INTERMEDIATE; alternative_pattern=VERTICAL_PULL, alternative_equipment=CABLE_MACHINE, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000078->REX-000040; MET_mapping=APPROVED(6.5->5.0)",APPROVED,false
NEX-000080,seated side crunch (wall),NEX-000112,lower back curl,RECOVERY,CORE_STABILITY,true,true,3.8,2.8,-1.0,,회복 상태가 낮을 때 동일 목표를 유지하면서 MET 부담이 낮은 운동으로 조절한다.,피로도 높음·근육통·수면 부족·이전 고강도 운동 수행,A_TO_B,MEDIUM,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=BODYWEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000023->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000085,smith reverse calf raises,NEX-000058,dumbbell single leg calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000054->REX-000016; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000085,smith reverse calf raises,NEX-000120,dumbbell seated calf raise,CONSTRAINT,ISOLATION_CALF_RAISE,true,true,3.5,3.5,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=ISOLATION, source_equipment=MACHINE, source_difficulty=REVIEW_REQUIRED; alternative_pattern=ISOLATION, alternative_equipment=DUMBBELL|BENCH, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000054->REX-000080; MET_mapping=APPROVED(3.5->3.5)",APPROVED,false
NEX-000088,suspended reverse crunch,NEX-000029,crunch floor,CONSTRAINT,CORE_STABILITY,true,true,3.8,3.0,-0.8,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=BODYWEIGHT|SUSPENSION_STRAPS, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000013->REX-000009; MET_mapping=APPROVED(3.8->3.0)",APPROVED,false
NEX-000088,suspended reverse crunch,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,3.8,2.8,-1.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=BODYWEIGHT|SUSPENSION_STRAPS, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000013->REX-000043; MET_mapping=APPROVED(3.8->2.8)",APPROVED,false
NEX-000090,weighted russian twist (legs up),NEX-000094,reverse crunch,CONSTRAINT,CORE_STABILITY,true,true,5.0,3.0,-2.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=HOUSEHOLD_WEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000014->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000090,weighted russian twist (legs up),NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,5.0,2.8,-2.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=HOUSEHOLD_WEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000014->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000091,weighted russian twist,NEX-000094,reverse crunch,CONSTRAINT,CORE_STABILITY,true,true,5.0,3.0,-2.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=HOUSEHOLD_WEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=BEGINNER); representative_taxonomy=REX-000014->REX-000013; MET_mapping=APPROVED(5.0->3.0)",APPROVED,false
NEX-000091,weighted russian twist,NEX-000112,lower back curl,CONSTRAINT,CORE_STABILITY,true,true,5.0,2.8,-2.2,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=CORE_BRACE, source_equipment=HOUSEHOLD_WEIGHT, source_difficulty=REVIEW_REQUIRED; alternative_pattern=CORE_BRACE, alternative_equipment=BODYWEIGHT, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000014->REX-000043; MET_mapping=APPROVED(5.0->2.8)",APPROVED,false
NEX-000093,cable seated row,NEX-000185,Incline Chest-Supported Dumbbell Row,CONSTRAINT,HORIZONTAL_PULL_STRENGTH,true,true,5.0,5.0,0.0,,장비 또는 장소 제약 시 동일 목표와 movement pattern을 유지하면서 장비 부담이 낮은 운동으로 전환한다.,사용 가능한 장비가 없거나 현재 장소에서 원 장비를 사용할 수 없음,A_TO_B,HIGH,"integrated_catalog(source_pattern=HORIZONTAL_PULL, source_equipment=CABLE_MACHINE, source_difficulty=BEGINNER; alternative_pattern=HORIZONTAL_PULL, alternative_equipment=DUMBBELL|BENCH, alternative_difficulty=REVIEW_REQUIRED); representative_taxonomy=REX-000079->REX-000076; MET_mapping=APPROVED(5.0->5.0)",APPROVED,false
