stable_code,goal_code,role_eligibility_code,experience_level_code,phase_code,sets,reps,work_seconds_per_set,rest_seconds_per_set,intensity_code,prescription_version,reviewer_role_code,reviewer_reference,evidence_reference,reviewed_at,review_status_code,artifact_status_code,production_eligible
one_arm_wall_lats_isolation_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
overhead_triceps_extension_isolation_barbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
overhead_triceps_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
overhead_triceps_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
pectorals_horizontal_push_horizontal_push_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
peroneal_stretch_mobility_stretch_stretch_strap,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
peroneal_stretch_mobility_stretch_stretch_strap,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
plank_rotation_core_brace_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
push_up_horizontal_push_bodyweight,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
rear_deltoid_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
rear_deltoid_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
reverse_calf_raise_isolation_resistance_band,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
reverse_wrist_curl_isolation_barbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
roller_back_stretch_mobility_stretch_foam_roller,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
roller_back_stretch_mobility_stretch_foam_roller,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
roller_hip_stretch_mobility_stretch_foam_roller,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
roller_hip_stretch_mobility_stretch_foam_roller,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
rotation_variant_core_brace_cable_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
row_variant_horizontal_pull_cable_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
runners_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
runners_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
scapular_pull_up_vertical_pull_bodyweight_pull_up_bar,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_cable_row_horizontal_pull_cable_machine,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_calf_raise_isolation_barbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_calf_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_calf_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_glute_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_glute_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_leg_curl_knee_flexion_machine,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_lower_back_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_lower_back_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_piriformis_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_piriformis_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_shoulder_press_vertical_push_dumbbell,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_wide_angle_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
seated_wide_angle_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
side_lying_quadriceps_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
side_lying_quadriceps_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
side_wrist_pull_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
side_wrist_pull_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
spine_core_brace_core_brace_mat,GENERAL_FITNESS,CORE,BEGINNER,MAIN,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
spine_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
spine_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
spine_twist_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
spine_twist_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
squat_variant_knee_dominant_barbell,GENERAL_FITNESS,CORE,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
standing_hamstring_calf_strap_stretch_mobility_stretch_stretch_strap,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
standing_lateral_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
standing_lateral_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
triceps_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
triceps_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
upper_back_isolation_isolation_resistance_band,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
upper_back_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
upper_back_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
wall_calf_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
wall_calf_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
world_greatest_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
world_greatest_stretch_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
wrist_circles_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,WARMUP,1,,60,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
wrist_circles_mobility_stretch_bodyweight,GENERAL_FITNESS,SUPPORT,BEGINNER,COOLDOWN,1,,45,0,LOW,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
wrist_curl_isolation_barbell,GENERAL_FITNESS,SUPPORT,BEGINNER,MAIN,2,8,,45,MODERATE,v2.0.0-draft,DOMAIN_REVIEWER,V2-PRESCRIPTION-REVIEW-CANDIDATE-2026-08-25,validation/review_results/v2_prescription_review_input.csv,2026-08-25T00:00:00+09:00,DOMAIN_APPROVED,DRAFT,false
