representative_id,representative_name_ko,exercise_family,variant_list,source_ids,source_count,movement_pattern,training_type,target_muscle,equipment,difficulty,beginner_suitable,selection_reason,merge_judgement,merge_basis,removable_review_required_codes,additional_review_required_codes,representative_source_id,representative_source_name,representative_review_status,review_required,review_required_codes,reviewed_family,reviewed_variant_relation,reviewed_movement_pattern,reviewed_equipment,reviewed_cardio_equipment,review_decision,review_reason_code,reviewer,reviewed_at,taxonomy_review_status,setup_condition_ko,target_muscle_status,primary_body_area_codes,secondary_body_area_codes,body_area_status,difficulty_status
REX-000025,고블릿 스쿼트,DUMBBELL_GOBLET_SQUAT,"[{""source_id"":""gymvisual:1760"",""variant"":""BASE"",""source_name"":""dumbbell goblet squat""},{""source_id"":""wger:203"",""variant"":""BASE"",""source_name"":""Dumbbell Goblet Squat""}]",gymvisual:1760|wger:203,2,KNEE_DOMINANT,STRENGTH,QUADRICEPS,DUMBBELL,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(KNEE_DOMINANT)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW|SOURCE_LICENSE_REVIEW_REQUIRED,gymvisual:1760,dumbbell goblet squat,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_TAXONOMY_MAPPING_REQUIRED|INSTRUCTION_CONTENT_REVIEW_REQUIRED|KOREAN_LOCALIZATION_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|SOURCE_LICENSE_REVIEW_REQUIRED,DUMBBELL_GOBLET_SQUAT,KEEP_VARIANTS:2,KNEE_DOMINANT,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",APPROVED,APPROVED
REX-000026,레터럴 레이즈,DUMBBELL_LATERAL_RAISE,"[{""source_id"":""gymvisual:0334"",""variant"":""BASE"",""source_name"":""dumbbell lateral raise""},{""source_id"":""gymvisual:0977"",""variant"":""BAND"",""source_name"":""band front lateral raise""}]",gymvisual:0334|gymvisual:0977,2,ISOLATION,STRENGTH,SHOULDERS,DUMBBELL,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0334,dumbbell lateral raise,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DUMBBELL_LATERAL_RAISE,KEEP_VARIANTS:2,ISOLATION,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""SHOULDER""]","[""ELBOW""]",APPROVED,APPROVED
REX-000027,프리처 컬,DUMBBELL_PREACHER_CURL,"[{""source_id"":""gymvisual:0372"",""variant"":""BASE"",""source_name"":""dumbbell preacher curl""},{""source_id"":""gymvisual:0402"",""variant"":""SEATED"",""source_name"":""dumbbell seated preacher curl""},{""source_id"":""gymvisual:0428"",""variant"":""STANDING"",""source_name"":""dumbbell standing preacher curl""},{""source_id"":""gymvisual:1646"",""variant"":""ALTERNATING"",""source_name"":""dumbbell alternate hammer preacher curl""},{""source_id"":""gymvisual:1647"",""variant"":""ALTERNATING"",""source_name"":""dumbbell alternate preacher curl""},{""source_id"":""gymvisual:2293"",""variant"":""STANDING"",""source_name"":""dumbbell standing zottman preacher curl""}]",gymvisual:0372|gymvisual:0402|gymvisual:0428|gymvisual:1646|gymvisual:1647|gymvisual:2293,6,ISOLATION,STRENGTH,BICEPS,DUMBBELL,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0372,dumbbell preacher curl,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DUMBBELL_PREACHER_CURL,KEEP_VARIANTS:6,ISOLATION,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,APPROVED,"[""ELBOW""]","[""WRIST_HAND""]",APPROVED,APPROVED
REX-000028,리어 델트 플라이,DUMBBELL_REAR_FLY,"[{""source_id"":""gymvisual:0326"",""variant"":""INCLINE|REAR"",""source_name"":""dumbbell incline rear lateral raise""},{""source_id"":""gymvisual:0348"",""variant"":""LYING|REAR"",""source_name"":""dumbbell lying rear lateral raise""},{""source_id"":""gymvisual:0378"",""variant"":""BASE"",""source_name"":""dumbbell rear fly""},{""source_id"":""gymvisual:0379"",""variant"":""REAR"",""source_name"":""dumbbell rear lateral raise (support head)""},{""source_id"":""gymvisual:0380"",""variant"":""REAR"",""source_name"":""dumbbell rear lateral raise""}]",gymvisual:0326|gymvisual:0348|gymvisual:0378|gymvisual:0379|gymvisual:0380,5,ISOLATION,STRENGTH,SHOULDERS,DUMBBELL,BEGINNER,CONDITIONAL,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0378,dumbbell rear fly,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DUMBBELL_REAR_FLY,KEEP_VARIANTS:5,ISOLATION,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""SHOULDER""]","[""UPPER_BACK""]",APPROVED,APPROVED
REX-000029,슈러그,DUMBBELL_SHRUG,"[{""source_id"":""gymvisual:0220"",""variant"":""CABLE"",""source_name"":""cable shrug""},{""source_id"":""gymvisual:0304"",""variant"":""DECLINE|SOURCE_VERSION_2"",""source_name"":""dumbbell decline shrug v. 2""},{""source_id"":""gymvisual:0305"",""variant"":""DECLINE"",""source_name"":""dumbbell decline shrug""},{""source_id"":""gymvisual:0329"",""variant"":""INCLINE"",""source_name"":""dumbbell incline shrug""},{""source_id"":""gymvisual:0406"",""variant"":""BASE"",""source_name"":""dumbbell shrug""},{""source_id"":""gymvisual:1018"",""variant"":""BAND"",""source_name"":""band shrug""}]",gymvisual:0220|gymvisual:0304|gymvisual:0305|gymvisual:0329|gymvisual:0406|gymvisual:1018,6,ISOLATION,STRENGTH,BACK,DUMBBELL,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 표준 운동명이 명확함; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,MERGE_TO_FAMILY_KEEP_VARIANTS,"동일 목적과 수행 패턴(ISOLATION)을 공유하는 후보를 family로 묶고, 장비·자세·그립·편측성·난이도 차이는 variant로 보존했다. 타겟 근육만 같은 후보는 이 family 근거로 사용하지 않았다.",EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|HUMAN_TAXONOMY_REVIEW_REQUIRED|MOVEMENT_PATTERN_REVIEW,gymvisual:0406,dumbbell shrug,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DUMBBELL_SHRUG,KEEP_VARIANTS:6,ISOLATION,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""UPPER_BACK""]","[""SHOULDER""]",APPROVED,APPROVED
REX-000030,덤벨 바이셉스 컬,DUMBBELL_STANDING_CURL,"[{""source_id"":""gymvisual:0416"",""variant"":""BASE"",""source_name"":""dumbbell standing biceps curl""}]",gymvisual:0416,1,ISOLATION,STRENGTH,BICEPS,DUMBBELL,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0416,dumbbell standing biceps curl,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DUMBBELL_STANDING_CURL,NO_VARIANT_SINGLE_SOURCE,ISOLATION,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""ELBOW""]","[""WRIST_HAND""]",APPROVED,APPROVED
REX-000031,덤벨 스텝업 런지,DUMBBELL_STEP_UP_LUNGE,"[{""source_id"":""gymvisual:2796"",""variant"":""BASE"",""source_name"":""dumbbell step-up lunge""}]",gymvisual:2796,1,KNEE_DOMINANT,STRENGTH,QUADRICEPS,DUMBBELL,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:2796,dumbbell step-up lunge,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,DUMBBELL_STEP_UP_LUNGE,NO_VARIANT_SINGLE_SOURCE,KNEE_DOMINANT,equipment=DUMBBELL|STEP_BOX;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE"",""HIP""]","[""ANKLE_FOOT""]",APPROVED,APPROVED
REX-000032,다이내믹 가슴 스트레칭,DYNAMIC_CHEST_STRETCH,"[{""source_id"":""gymvisual:1167"",""variant"":""BASE"",""source_name"":""dynamic chest stretch (male)""}]",gymvisual:1167,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1167,dynamic chest stretch (male),FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,DYNAMIC_CHEST_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""CHEST""]","[""SHOULDER"",""UPPER_BACK""]",APPROVED,APPROVED
REX-000033,짐볼 고관절 스트레칭,EXERCISE_BALL_HIP_FLEXOR_STRETCH,"[{""source_id"":""gymvisual:1559"",""variant"":""BASE"",""source_name"":""exercise ball hip flexor stretch""}]",gymvisual:1559,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,STABILITY_BALL,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1559,exercise ball hip flexor stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,EXERCISE_BALL_HIP_FLEXOR_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=STABILITY_BALL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""HIP""]","[""LOWER_BACK""]",APPROVED,APPROVED
REX-000034,햄스트링 스트레칭,HAMSTRING_STRETCH,"[{""source_id"":""gymvisual:1511"",""variant"":""BASE"",""source_name"":""hamstring stretch""}]",gymvisual:1511,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,BODYWEIGHT,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1511,hamstring stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,HAMSTRING_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=BODYWEIGHT;requires_equipment=false;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE""]","[""HIP""]",APPROVED,APPROVED
REX-000035,손 악력 쥐기,HAND_GRIP_SQUEEZE,"[{""source_id"":""gymvisual:0854"",""variant"":""BASE"",""source_name"":""weighted standing hand squeeze""}]",gymvisual:0854,1,ISOLATION,STRENGTH,FOREARMS,WEIGHTED,BEGINNER,SUITABLE,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:0854,weighted standing hand squeeze,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,HAND_GRIP_SQUEEZE,NO_VARIANT_SINGLE_SOURCE,ISOLATION,equipment=WEIGHTED;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""WRIST_HAND""]","[""ELBOW""]",APPROVED,APPROVED
REX-000036,고관절 굴근·대퇴사두근 스트레칭,HIP_FLEXOR_QUADRICEPS_STRETCH,"[{""source_id"":""gymvisual:1564"",""variant"":""BASE"",""source_name"":""intermediate hip flexor and quad stretch""}]",gymvisual:1564,1,MOBILITY_STRETCH,MOBILITY,MOBILITY,ROPE,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|EXERCISE_FAMILY_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED|VARIANT_RELATION_REVIEW_REQUIRED,gymvisual:1564,intermediate hip flexor and quad stretch,FAMILY_SELECTION_COMPLETE,true,ALTERNATIVE_RELATION_REVIEW_REQUIRED|BEGINNER_SUITABILITY_REVIEW_REQUIRED|DOMAIN_SAFETY_REVIEW_REQUIRED|EXECUTION_DOSAGE_REVIEW_REQUIRED|LOAD_PROFILE_REVIEW_REQUIRED|MEDIA_RIGHTS_REVIEW_REQUIRED,HIP_FLEXOR_QUADRICEPS_STRETCH,NO_VARIANT_SINGLE_SOURCE,MOBILITY_STRETCH,equipment=ROPE;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,,APPROVED,"[""KNEE""]","[""HIP""]",APPROVED,APPROVED
REX-000037,인클라인 Y 레이즈,INCLINE_Y_RAISE,"[{""source_id"":""gymvisual:3541"",""variant"":""BASE"",""source_name"":""dumbbell incline y-raise""}]",gymvisual:3541,1,ISOLATION,STRENGTH,BACK,DUMBBELL,INTERMEDIATE,CONDITIONAL,family 내 대표 1개를 선택; 초보자 접근성 후보값이 있음; 원천 설명·가이드 연결이 있음; 기존 선정 후보가 RECOMMENDED임; 최종 안전·용량·권리 검수는 별도 유지.,SINGLETON_FAMILY,단일 원본 레코드이며 동일 family 내 병합 대상이 없음.,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW,BEGINNER_SUITABILITY_REVIEW|EQUIPMENT_TAXONOMY_CANDIDATE_REVIEW|MOVEMENT_PATTERN_REVIEW,gymvisual:3541,dumbbell incline y-raise,FAMILY_SELECTION_COMPLETE,true,EXERCISE_FAMILY_BOUNDARY_REVIEW|HUMAN_REPRESENTATIVE_SELECTION_REVIEW|BEGINNER_SUITABILITY_REVIEW,INCLINE_Y_RAISE,NO_VARIANT_SINGLE_SOURCE,ISOLATION,equipment=DUMBBELL;requires_equipment=true;locations=HOME|GYM,NOT_APPLICABLE,APPROVED,DOMAIN_EXPERT_TAXONOMY_APPROVAL_2026_08_21,DOMAIN_EXPERT_REVIEW,2026-08-21T00:00:00+09:00,TAXONOMY_APPROVED,안정적인 지지물(벤치 또는 의자 등)을 준비한다.,APPROVED,"[""UPPER_BACK""]","[""SHOULDER"",""ELBOW""]",APPROVED,APPROVED
