exercise_id,representative_id,existing_status,final_status,existing_production_eligible,final_production_eligible,reviewer,reviewed_at,decision_basis,evidence_reference
NEX-000080,REX-000023,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000081,REX-000083,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000082,REX-000083,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000083,REX-000045,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000084,REX-000089,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000085,REX-000054,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000086,REX-000095,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000087,REX-000083,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000088,REX-000013,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000089,REX-000096,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000090,REX-000014,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000091,REX-000014,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000092,REX-000035,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000093,REX-000079,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000094,REX-000013,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000095,REX-000013,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000096,REX-000075,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000097,REX-000026,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000098,REX-000005,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000099,REX-000075,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000100,REX-000055,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000101,REX-000086,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000102,REX-000016,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000103,REX-000054,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000104,REX-000007,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000105,REX-000102,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000106,REX-000029,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000107,REX-000007,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000108,REX-000032,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000109,REX-000018,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000110,REX-000021,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000111,REX-000039,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000112,REX-000043,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000113,REX-000046,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000114,REX-000091,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000115,REX-000098,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000116,REX-000003,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000117,REX-000016,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000118,REX-000016,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000119,REX-000099,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000120,REX-000080,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000121,REX-000016,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000122,REX-000016,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000123,REX-000050,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000124,REX-000081,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000125,REX-000045,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000126,REX-000082,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000127,REX-000101,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000128,REX-000010,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000129,REX-000017,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000130,REX-000034,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000131,REX-000002,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000132,REX-000020,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000133,REX-000033,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000134,REX-000036,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000135,REX-000042,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000136,REX-000077,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000137,REX-000087,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000138,REX-000094,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000139,REX-000100,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000140,REX-000027,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000141,REX-000027,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000142,REX-000025,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000143,REX-000067,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000144,REX-000072,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000145,REX-000074,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000146,REX-000013,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000147,REX-000073,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000148,REX-000006,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000149,REX-000027,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000150,REX-000038,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000151,REX-000071,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000152,REX-000092,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000153,REX-000080,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000154,REX-000015,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000155,REX-000014,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000156,REX-000083,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000157,REX-000085,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000158,REX-000060,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
NEX-000159,REX-000031,APPROVED,DOMAIN_APPROVED,false,true,DATA_OWNER_APPROVAL,2026-08-24T00:00:00+09:00,USER_ATTESTED_DOMAIN_REVIEW; all 102 MET mappings reviewed by the data owner; existing values retain their row-level Compendium evidence and NEX-000173 uses the explicitly approved 02150 static-balance proxy,https://pacompendium.com/adult-compendium/
