experiment_id,split_type,ablation_id,model_id,method,feature,importance_mean,importance_std
user_A5_logreg,user,A5,logreg,logistic_coefficient,respiratory_rate_prev_day,0.007364745895351655,
user_A5_logreg,user,A5,logreg,logistic_coefficient,skin_temp_deviation_prev_day,-1.0037666969225433e-05,
user_A2-lag1_logreg,user,A2-lag1,logreg,logistic_coefficient,workout_completed_prev_day,0.34006345938798654,
user_A2-lag1_logreg,user,A2-lag1,logreg,logistic_coefficient,day_of_week,-0.2532106727701576,
time_A3_histgb,time,A3,histgb,permutation_pr_auc,experience_level_code,0.10736510478088024,0.0014802362105830573
time_A3_histgb,time,A3,histgb,permutation_pr_auc,day_of_week,0.044156280384693526,0.001750200898737886
time_A3_histgb,time,A3,histgb,permutation_pr_auc,is_weekend,0.0,0.0
time_A3_histgb,time,A3,histgb,permutation_pr_auc,workout_completed_prev_day,0.0,0.0
time_A3_histgb,time,A3,histgb,permutation_pr_auc,workout_count_7d,-0.00016378129981073908,0.000279767147523888
time_A3_histgb,time,A3,histgb,permutation_pr_auc,workout_count_28d,0.0064564115623592325,0.0005832036997180934
time_A3_histgb,time,A3,histgb,permutation_pr_auc,completion_rate_7d,-2.9392599266575557e-05,7.543517663533534e-05
time_A3_histgb,time,A3,histgb,permutation_pr_auc,completion_rate_28d,0.0202347409376592,0.0012694819523405814
time_A3_histgb,time,A3,histgb,permutation_pr_auc,days_since_last_workout,4.9256006644693426e-05,9.797427561827649e-05
time_A3_histgb,time,A3,histgb,permutation_pr_auc,consecutive_workout_days,-0.00016645204156109372,0.00024822648027423265
time_A3_histgb,time,A3,histgb,permutation_pr_auc,consecutive_non_workout_days,4.77248161332211e-05,6.1543228833752955e-06
time_A3_histgb,time,A3,histgb,permutation_pr_auc,is_return_mode_candidate,0.0,0.0
time_A3_histgb,time,A3,histgb,permutation_pr_auc,sleep_minutes_prev_day,-1.4634295157578414e-05,0.00017558436798929093
time_A3_histgb,time,A3,histgb,permutation_pr_auc,resting_hr_prev_day,0.0011090201926962973,0.0004394813097726701
time_A3_histgb,time,A3,histgb,permutation_pr_auc,resting_hr_trend_code_prev_day,0.00018279760248340882,8.992050395731168e-05
time_A3_histgb,time,A3,histgb,permutation_pr_auc,last_workout_duration_min_prev_day,0.0003336101061823138,0.00031198149035926385
time_A3_histgb,time,A3,histgb,permutation_pr_auc,last_workout_type_code_prev_day,0.0009098014482661565,0.00055920841808597
time_A3_histgb,time,A3,histgb,permutation_pr_auc,last_workout_calories_prev_day,0.0005718213943588735,0.00029300479460704404
time_A3_histgb,time,A3,histgb,permutation_pr_auc,last_workout_avg_hr_prev_day,0.0007472933508051005,0.0005155535208738561
