alternative_only,alternative_policy_version,alternative_relation_code,alternative_source_base_exercise_id,alternative_source_base_stable_code,body_focus_code,canonical_decision_code,canonical_decision_note_ko,canonical_decision_source,canonical_status,catalog_version_code,default_rest_seconds,default_seconds_per_rep,default_sets,default_transition_seconds,default_work_seconds,difficulty_code,difficulty_policy_rule_code,difficulty_status,display_name_ko,equipment_codes,exercise_id,family_code,fitt_allowed_experience_level_codes,fitt_mapping_source_representative_exercise_id,fitt_mapping_status_code,fitt_template_ids_by_experience,fixed_posture_code,fixed_support_code,form_cues_ko,general_pool_included,general_pool_inclusion_reason_code,instruction_content_version,instruction_identity_status,instruction_summary_ko,is_representative,legacy_exercise_id,location_codes,name_en,name_ko,original_posture_instructions_replaced,pain_area_load_guard_codes,pain_discomfort_area_code,phase_codes,primary_body_area_codes,primary_movement_pattern_code,production_eligible,record_type,recovery_eligible,representative_exercise_id,review_required,review_required_codes,review_status_code,safety_mapping_source_representative_exercise_id,safety_mapping_status_code,safety_rule_binding_status_code,secondary_body_area_codes,setup_condition_ko,source_author,source_identity,source_instruction_en,source_instruction_steps_en,source_key,source_license,source_media_id,source_media_reference,source_name,source_name_en,source_name_ko,source_provenance_status,source_record_id,source_system,source_track,source_url,stable_code,stop_guard_code,support_equipment_codes,timing_mode_code,training_type_code,user_review_decision_code,user_review_status,variant_materialization_status_code,variant_relation_status_code,variant_type_code,accessed_at,attribution_text,legacy_source_identity,legacy_source_key,legacy_source_track,license_id,license_name,license_review_status,license_url,license_version,source_license_author,source_license_status,timing_phase_review_status,v1_exercise_ids,allowed_experience_level_codes,fitt_mapping_exception_code,fitt_mapping_note,mapping_source_exercise_id,raw_source_record_json,representative_source_key,variant_candidate_pair_id,approval_reference,approval_method_code,approved_at
,,,,,MOBILITY,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,30,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,오버헤드 삼두근 스트레칭,"[""BODYWEIGHT""]",REX-000048,OVERHEAD_TRICEPS_STRETCH,,,RETAINED_FROM_REVIEWED_CATALOG,,,,[],,,user-name-only-v1,USER_REVIEWED_NAME_ONLY,오버헤드 삼두근 스트레칭,True,REX-000048,"[""HOME"", ""GYM""]",overhead triceps stretch,오버헤드 삼두근 스트레칭,,,,"[""WARMUP"", ""COOLDOWN""]","[""ELBOW""]",MOBILITY_STRETCH,True,REPRESENTATIVE,True,REX-000048,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000048,REPRESENTATIVE_SAFETY_CONTEXT,,"[""SHOULDER"", ""WRIST_HAND""]",,Aliaksandr Makatserchyk / Gym visual,0643,"Stand or sit upright with your feet shoulder-width apart. Extend one arm overhead, bending at the elbow so that your hand reaches towards the opposite shoulder blade. With your other hand, gently pull the elbow of the extended arm towards the opposite side of your head, feeling a stretch in your triceps. Hold the stretch for 15-30 seconds, then release. Repeat on the other side.","[""Stand or sit upright with your feet shoulder-width apart."", ""Extend one arm overhead, bending at the elbow so that your hand reaches towards the opposite shoulder blade."", ""With your other hand, gently pull the elbow of the extended arm towards the opposite side of your head, feeling a stretch in your triceps."", ""Hold the stretch for 15-30 seconds, then release."", ""Repeat on the other side.""]",gymvisual:0643,MIT,Z5YStHW,image:images/0643-Z5YStHW.jpg;gif:videos/0643-Z5YStHW.gif,overhead triceps stretch,overhead triceps stretch,,RESOLVED_INTEGRATED_SOURCE,0643,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,overhead_triceps_stretch_mobility_stretch_bodyweight,,,DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,APPROVED_FROM_POLICY,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,CHEST,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,,15,,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,체스트 프레스 머신,"[""MACHINE""]",REX-000049,PECTORALS_HORIZONTAL_PUSH,,REX-000049,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,체스트 프레스 머신,True,REX-000049,"[""GYM""]",Seated Bench Press,체스트 프레스 머신,,,,,"[""CHEST""]",HORIZONTAL_PUSH,True,REPRESENTATIVE,False,REX-000049,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000049,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""SHOULDER"", ""ELBOW""]",,,1094,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,wger,,pectorals_horizontal_push_horizontal_push_machine,,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
,,,,,MOBILITY,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,30,,,15,30,INTERMEDIATE,NO_POLICY_OVERRIDE,APPROVED,종아리 바깥쪽 스트레칭,"[""STRETCH_STRAP""]",REX-000050,PERONEAL_STRETCH,,,RETAINED_FROM_REVIEWED_CATALOG,,,,[],,,user-name-only-v1,USER_REVIEWED_NAME_ONLY,종아리 바깥쪽 스트레칭,True,REX-000050,"[""GYM""]",peroneals stretch,종아리 바깥쪽 스트레칭,,,,"[""WARMUP"", ""COOLDOWN""]","[""ANKLE_FOOT""]",MOBILITY_STRETCH,True,REPRESENTATIVE,True,REX-000050,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000050,REPRESENTATIVE_SAFETY_CONTEXT,,"[""KNEE""]",,Aliaksandr Makatserchyk / Gym visual,1388,"Sit on the ground with your legs extended in front of you. Loop the rope around the ball of your foot and hold the ends of the rope with your hands. Gently pull the rope towards you, flexing your foot and stretching your calf muscles. Hold the stretch for 15-30 seconds. Release the tension on the rope and repeat the stretch on the other leg. Repeat for the desired number of repetitions.","[""Sit on the ground with your legs extended in front of you."", ""Loop the rope around the ball of your foot and hold the ends of the rope with your hands."", ""Gently pull the rope towards you, flexing your foot and stretching your calf muscles."", ""Hold the stretch for 15-30 seconds."", ""Release the tension on the rope and repeat the stretch on the other leg."", ""Repeat for the desired number of repetitions.""]",gymvisual:1388,MIT,XhfS1DZ,image:images/1388-XhfS1DZ.jpg;gif:videos/1388-XhfS1DZ.gif,peroneals stretch,peroneals stretch,,RESOLVED_INTEGRATED_SOURCE,1388,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,peroneal_stretch_mobility_stretch_stretch_strap,,,DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,APPROVED_FROM_POLICY,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,CHEST,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,,15,,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,푸시업,"[""BODYWEIGHT""]",REX-000052,PUSH_UP,,REX-000052,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,푸시업,True,REX-000052,"[""HOME"", ""GYM""]",push-up,푸시업,,,,,"[""CHEST""]",HORIZONTAL_PUSH,True,REPRESENTATIVE,False,REX-000052,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000052,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""SHOULDER"", ""ELBOW""]",,,0662,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,gymvisual,,push_up_horizontal_push_bodyweight,,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
,,,,,MOBILITY,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,30,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,후면 어깨 스트레칭,"[""BODYWEIGHT""]",REX-000053,REAR_DELTOID_STRETCH,,,RETAINED_FROM_REVIEWED_CATALOG,,,,[],,,user-name-only-v1,USER_REVIEWED_NAME_ONLY,후면 어깨 스트레칭,True,REX-000053,"[""HOME"", ""GYM""]",rear deltoid stretch,후면 어깨 스트레칭,,,,"[""WARMUP"", ""COOLDOWN""]","[""SHOULDER""]",MOBILITY_STRETCH,True,REPRESENTATIVE,True,REX-000053,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000053,REPRESENTATIVE_SAFETY_CONTEXT,,"[""UPPER_BACK""]",,Aliaksandr Makatserchyk / Gym visual,0669,"Stand tall with your feet shoulder-width apart. Extend your right arm across your chest, placing your left hand on your right elbow. Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder. Hold the stretch for 15-30 seconds, then release. Repeat on the other side.","[""Stand tall with your feet shoulder-width apart."", ""Extend your right arm across your chest, placing your left hand on your right elbow."", ""Gently pull your right arm towards your left shoulder, feeling a stretch in your right shoulder."", ""Hold the stretch for 15-30 seconds, then release."", ""Repeat on the other side.""]",gymvisual:0669,MIT,xifhB5W,image:images/0669-xifhB5W.jpg;gif:videos/0669-xifhB5W.gif,rear deltoid stretch,rear deltoid stretch,,RESOLVED_INTEGRATED_SOURCE,0669,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,rear_deltoid_stretch_mobility_stretch_bodyweight,,,DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,APPROVED_FROM_POLICY,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
,,,,,CALVES,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,,15,,INTERMEDIATE,NO_POLICY_OVERRIDE,APPROVED,리버스 카프 레이즈,"[""RESISTANCE_BAND""]",REX-000054,REVERSE_CALF_RAISE,,,RETAINED_FROM_REVIEWED_CATALOG,,,,[],,,user-name-only-v1,USER_REVIEWED_NAME_ONLY,리버스 카프 레이즈,True,REX-000054,"[""HOME"", ""GYM""]",band single leg reverse calf raise,리버스 카프 레이즈,,,,"[""MAIN""]","[""ANKLE_FOOT""]",ISOLATION,True,REPRESENTATIVE,False,REX-000054,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000054,REPRESENTATIVE_SAFETY_CONTEXT,,"[""KNEE""]",,Aliaksandr Makatserchyk / Gym visual,1000,"Stand with your feet hip-width apart and place the band around the ball of your foot. Hold onto a stable object for balance. Slowly raise your heel off the ground, lifting your body weight onto the ball of your foot. Pause for a moment at the top, then slowly lower your heel back down to the starting position. Repeat for the desired number of repetitions, then switch to the other leg.","[""Stand with your feet hip-width apart and place the band around the ball of your foot."", ""Hold onto a stable object for balance."", ""Slowly raise your heel off the ground, lifting your body weight onto the ball of your foot."", ""Pause for a moment at the top, then slowly lower your heel back down to the starting position."", ""Repeat for the desired number of repetitions, then switch to the other leg.""]",gymvisual:1000,MIT,QsSQWbf,image:images/1000-QsSQWbf.jpg;gif:videos/1000-QsSQWbf.gif,band single leg reverse calf raise,band single leg reverse calf raise,,RESOLVED_INTEGRATED_SOURCE,1000,gymvisual,gymvisual,https://github.com/hasaneyldrm/exercises-dataset,reverse_calf_raise_isolation_resistance_band,,,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,2026-08-20T00:00:00+09:00,© Aliaksandr Makatserchyk - Gym visual - https://gymvisual.com/,,,,MIT,MIT License,PARTIALLY_REVIEWED,https://opensource.org/license/mit/,REVIEW_REQUIRED,© Gym visual — https://gymvisual.com/,REVIEW_REQUIRED,APPROVED_FROM_POLICY,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,FOREARMS,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,,15,,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,바벨 리버스 리스트 컬,"[""BARBELL""]",REX-000055,REVERSE_WRIST_CURL,,REX-000055,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,바벨 리버스 리스트 컬,True,REX-000055,"[""GYM""]",barbell reverse wrist curl,바벨 리버스 리스트 컬,,,,,"[""WRIST_HAND""]",ISOLATION,True,REPRESENTATIVE,False,REX-000055,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000055,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""ELBOW""]",,,0082,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,gymvisual,,reverse_wrist_curl_isolation_barbell,,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,CARDIO,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,60,,,15,60,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,앞뒤 스텝,"[""BODYWEIGHT""]",REX-000056,CARDIO,,REX-000056,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,앞뒤 스텝,True,REX-000056,"[""HOME""]",back and forth step,앞뒤 스텝,,,,,"[""ANKLE_FOOT"", ""KNEE""]",GAIT,True,REPRESENTATIVE,False,REX-000056,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000056,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""HIP""]",,,3672,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,gymvisual,,cardio_gait_bodyweight,,[],DURATION,CARDIO,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
,,,,,QUADRICEPS,RETAINED_CANONICAL,기존 canonical stable code를 재정렬하지 않고 유지한다.,EXISTING_CANONICAL,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,,15,,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,의자 잡고 무릎 들기,"[""BODYWEIGHT""]",REX-000057,REVIEW_REQUIRED,,,RETAINED_FROM_REVIEWED_CATALOG,,,,[],,,user-name-only-v1,USER_REVIEWED_NAME_ONLY,의자 잡고 무릎 들기,True,REX-000057,"[""HOME"", ""GYM""]",,의자 잡고 무릎 들기,,,,"[""MAIN""]","[""KNEE""]",ISOLATION,True,REPRESENTATIVE,False,REX-000057,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000057,REPRESENTATIVE_SAFETY_CONTEXT,,"[""HIP"", ""ANKLE_FOOT""]",,서울올림픽기념국민체육진흥공단,46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,,,kspo:46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,KOGL_TYPE_1,46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,file:0AUDLJ08S_00274.mp4;frames:1,의자잡고 전방으로 무릎 굽혀 들기,,의자잡고 전방으로 무릎 굽혀 들기,RESOLVED_INTEGRATED_SOURCE,46ea8fdbe34474fac354a051f63b114e0a6d20a21f71226ae0db5da216d14861,kspo,kspo,https://www.data.go.kr/data/15108846/openapi.do,hip_flexion_isolation_bodyweight,,,REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,REVIEW_REQUIRED,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,,,,KOGL_TYPE_1,공공누리 제1유형,REVIEW_REQUIRED,https://www.kogl.or.kr/info/license.do,1,서울올림픽기념국민체육진흥공단 — https://www.data.go.kr/data/15108846/openapi.do,REVIEW_REQUIRED,APPROVED_FROM_POLICY,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,CARDIO,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,60,,,15,60,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,하이니,"[""BODYWEIGHT""]",REX-000058,CARDIO,,REX-000058,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,하이니,True,REX-000058,"[""HOME""]",high knee against wall,하이니,,,,,"[""KNEE"", ""HIP""]",GAIT,True,REPRESENTATIVE,False,REX-000058,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000058,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""ANKLE_FOOT""]",,,3636,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,gymvisual,,cardio_gait_bodyweight_rex_000058,,[],DURATION,CARDIO,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,CARDIO,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,60,,,15,60,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,점핑잭,"[""BODYWEIGHT""]",REX-000059,CARDIO,,REX-000059,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,점핑잭,True,REX-000059,"[""HOME"", ""GYM""]",jack jump (male),점핑잭,,,,,"[""ANKLE_FOOT"", ""KNEE""]",JUMP_PLYOMETRIC,True,REPRESENTATIVE,False,REX-000059,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000059,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""HIP"", ""SHOULDER""]",,,3224,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,gymvisual,,cardio_jump_plyometric_bodyweight,,[],DURATION,CARDIO,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,QUADRICEPS,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,90,4,,15,,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,앉아서 고관절 굴곡,"[""BODYWEIGHT""]",REX-000064,HIP_FLEXION,,REX-000064,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,앉아서 고관절 굴곡,True,REX-000064,"[""HOME""]",앉아서 엉덩관절 굽히기,앉아서 고관절 굴곡,,,,,"[""KNEE""]",ISOLATION,True,REPRESENTATIVE,False,REX-000064,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000064,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""HIP""]",,,dfd7eaa07d42e118610eb6756d8dcdc351f5b1f3c9a1262fa94aa18d92a87e09,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,kspo,,hip_flexion_isolation_bodyweight_rex_000064,,[],REPS,STRENGTH,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,MOBILITY,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,30,,,15,30,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,한발 서기 균형,"[""BODYWEIGHT""]",REX-000066,MOBILITY,,REX-000066,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,한발 서기 균형,True,REX-000066,"[""HOME"", ""GYM""]",FITT-CORE-STABILITY-V1,한발 서기 균형,,,,,"[""HIP""]",BALANCE,True,REPRESENTATIVE,True,REX-000066,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000066,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""ANKLE_FOOT"", ""KNEE""]",,,19af0f76cad5e01830e662585e3cea621cf8563f1955f83114bef440606379c4,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,kspo,,mobility_balance_bodyweight,,[],DURATION,MOBILITY,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
False,,,,,CARDIO,RESTORED_LEGACY_ALTERNATIVE_TARGET,기존 Alternative target 운동을 일반 운동 풀의 대표운동으로 복원한다.,USER_DIRECT_REVIEW,ACTIVE_CANONICAL_RETAINED,exercise-catalog-v2.0.2-final,60,,,15,60,BEGINNER,NO_POLICY_OVERRIDE,APPROVED,스텝박스 오르내리기,"[""STEP_BOX""]",REX-000068,CARDIO,,REX-000068,RETAINED_FROM_REVIEWED_CATALOG,,,,[],True,LEGACY_ALTERNATIVE_TARGET_RESTORED,user-name-only-v1,USER_REVIEWED_NAME_ONLY,스텝박스 오르내리기,True,REX-000068,"[""HOME""]",스텝박스 오르내리기,스텝박스 오르내리기,,,,,"[""ANKLE_FOOT"", ""KNEE""]",GAIT,True,REPRESENTATIVE,False,REX-000068,True,"[""SOURCE_LICENSE_REVIEW_REQUIRED""]",DOMAIN_APPROVED,REX-000068,REPRESENTATIVE_SAFETY_CONTEXT,REVIEW_REQUIRED,"[""HIP""]",,,00c41c823f6141adb2f3b7da95c1213fea98dac6cb3bfaf453f1a4989133d2d2,,,,,,,,,,RESOLVED_INTEGRATED_SOURCE,,,kspo,,cardio_gait_step_box,,[],DURATION,CARDIO,USER_DIRECT_REVIEW_2026_08_29,COMPLETED,NOT_APPLICABLE,NOT_APPLICABLE,,,,,,,,,,,,,,,[],,,,,,,,USER_DIRECT_REVIEW_2026_08_29,OWNER_BATCH_CONFIRMATION,2026-08-29T00:00:00+09:00
